START_DATE,BLOCK,PLOT,SEEDLINGPLOT,SECTION,LITTER,LIVE_TRUNK,DEAD_TRUNK,OTHERS,BARE_ROCK,BARE_SOIL,GRASS,GRASS_TOTAL_HT,WOOD_lt5CM,LITTERDEPTHCORNER1,LITTERDEPTHCORNER2,LITTERDEPTHCORNER3,LITTERDEPTHCORNER4,COMMENTS
2007-11-05,C,2,5,1,89,1,7,2,0,1,0,0,1,3,6,3,7,
2007-11-05,C,2,5,2,88,1,10,1,0,0,0,0,1,5,4,7,3,
2007-11-05,C,2,5,3,91,2,2,2,1,2,0,0,1,2,1,1,4,
2007-11-05,C,3,1,1,42,2,0,1,0,5,50,500,1,2,1,5,23,
2007-11-05,C,3,1,2,83,8,0,0,0,6,3,37,1,4,7,4,4,
2007-11-05,C,3,1,3,92,5,0,1,0,1,1,16,0,7,6,16,3,
2007-11-05,C,3,2,1,95,4,0,0,0,0,1,380,1,5,4,4,4,
2007-11-05,C,3,2,2,94,4,0,0,0,1,1,23,1,5,4,2,4,
2007-11-05,C,3,2,3,90,4,1,4,0,0,1,10,2,4,5,5,6,
2007-11-05,C,3,3,1,43,10,0,1,0,1,45,48,2,9,2,2,1,
2007-11-05,C,3,3,2,81,5,1,1,1,1,10,20,2,8,1,0,1,
2007-11-05,C,3,3,3,87,10,0,0,0,1,2,39,7,2,2,5,3,
2007-11-05,C,3,4,1,93,4,0,0,1,1,1,20,1,2,3,0,4,
2007-11-05,C,3,4,2,87,6,4,0,0,2,1,16,2,2,2,6,4,
2007-11-05,C,3,4,3,94,1,1,0,2,1,1,14,1,2,3,2,6,
2007-11-05,C,3,5,1,80,15,1,1,2,0,1,23,2,5,1,4,3,
2007-11-05,C,3,5,2,81,12,5,1,0,0,1,24,2,5,4,2,2,
2007-11-05,C,3,5,3,74,10,15,1,0,0,0,,1,5,8,4,9,
2007-11-05,C,4,1,1,95,2,2,0,0,1,0,0,2,5,2,6,4,
2007-11-05,C,4,1,2,96,1,0,2,0,1,0,0,2,6,4,4,9,
2007-11-05,C,4,1,3,95,2,0,0,1,2,0,0,2,3,6,0,2,
2007-11-05,C,4,2,1,83,2,0,0,0,15,0,0,1,4,4,5,4,
2007-11-05,C,4,2,2,98,1,0,0,0,1,0,0,2,3,4,3,3,
2007-11-05,C,4,2,3,87,1,3,1,0,8,0,,1,3,5,6,0,
2007-11-05,C,4,3,1,87,1,10,1,0,1,,,10,3,4,2,1,
2007-11-05,C,4,3,2,98,0,0,1,0,1,,0,3,3,9,6,7,
2007-11-05,C,4,3,3,97,1,0,1,0,1,0,0,7,1,10,0,4,
2007-11-05,C,4,4,1,82,1,15,1,0,1,0,0,6,5,2,4,3,
2007-11-05,C,4,4,2,85,1,6,2,0,6,0,0,3,2,5,2,2,
2007-11-05,C,4,4,3,93,1,0,4,0,2,0,0,2,2,0,4,5,
2007-11-05,C,4,5,1,82,5,1,1,1,10,0,0,20,1,4,0,5,
2007-11-05,C,4,5,2,82,10,1,1,0,6,0,0,15,0,7,0,3,
2007-11-05,C,4,5,3,92,3,1,1,0,3,0,0,10,7,0,4,5,
2007-11-13,A,1,1,1,97,1,0,1,0,0,1,8,2,3,3,0,7,
2007-11-13,A,1,1,2,96,1,0,1,0,1,1,10,1,2,4,1,2,
2007-11-13,A,1,1,3,95,1,0,2,2,0,0,,1,2,0,2,3,
2007-11-13,A,1,2,1,94,2,0,1,3,0,0,,2,2,3,3,6,
2007-11-13,A,1,2,2,97,1,0,1,1,0,0,,25,4,4,3,6,
2007-11-13,A,1,2,3,97,1,0,2,0,0,0,,1,5,4,4,1,
2007-11-13,A,1,3,1,95,2,0,1,0,2,0,,2,4,3,0,1,
2007-11-13,A,1,3,2,55,5,0,0,40,0,0,,1,2,1,1,6,
2007-11-13,A,1,3,3,94,3,0,0,0,2,1,6,2,1,7,5,5,
2007-11-13,A,1,4,1,97,1,2,0,0,0,0,,25,7,3,8,3,
2007-11-13,A,1,4,2,99,1,0,0,0,0,0,,25,8,10,7,6,
2007-11-13,A,1,4,3,95,1,0,0,0,4,0,,8,1,3,4,5,
2007-11-13,A,1,5,1,82,10,0,1,5,2,0,,2,5,10,2,5,
2007-11-13,A,1,5,2,87,8,2,0,1,1,1,13,5,0,1,3,5,
2007-11-13,A,1,5,3,89,1,1,0,7,1,1,16,2,0,4,3,5,
2007-11-13,A,2,1,1,68,2,5,2,5,8,10,49,1,1,0,2,3,
2007-11-13,A,2,1,2,56,4,0,8,30,1,1,20,1,2,3,2,0,
2007-11-13,A,2,1,3,79,2,4,2,10,1,2,28,1,1,0,0,1,
2007-11-13,A,2,2,1,6,1,6,1,12,1,78,47,1,3,2,0,1,
2007-11-13,A,2,2,2,75,2,0,2,0,1,20,45,1,0,4,1,2,
2007-11-13,A,2,2,3,67,1,0,0,0,2,30,227,1,4,2,0,0,
2007-11-13,A,2,3,1,69,2,0,0,12,2,15,92,1,2,3,0,0,
2007-11-13,A,2,3,2,59,4,0,1,25,1,10,58,1,3,0,2,0,
2007-11-13,A,2,3,3,58,1,0,0,25,1,15,58,1,1,0,0,0,
2007-11-13,A,2,4,1,72,1,0,0,21,1,5,48,1,2,1,2,7,
2007-11-13,A,2,4,2,84,1,0,1,1,3,10,33,2,6,8,4,4,
2007-11-13,A,2,4,3,17,1,0,0,75,2,5,30,1,3,2,2,4,
2007-11-13,A,2,5,1,68,1,0,0,0,1,30,40,1,3,4,7,8,
2007-11-13,A,2,5,2,78,1,1,0,4,1,15,30,2,4,4,6,6,
2007-11-13,A,2,5,3,84,1,0,0,3,2,10,33,1,3,4,4,2,
2007-11-13,A,3,1,1,62,2,5,1,30,0,6,,6,5,8,2,0,
2007-11-13,A,3,1,2,84,2,2,1,10,0,1,12,8,6,1,1,5,
2007-11-13,A,3,1,3,76,1,4,0,18,0,1,22,6,2,2,1,1,
2007-11-13,A,3,2,1,79,3,6,2,0,0,10,45,8,8,9,5,2,
2007-11-13,A,3,2,2,54,1,20,1,0,0,24,87,7,9,9,3,3,
2007-11-13,A,3,2,3,81,1,7,2,0,0,9,66,5,8,7,9,3,
2007-11-13,A,3,3,1,82,1,3,1,5,0,8,39,20,1,6,3,2,
2007-11-13,A,3,3,2,89,2,3,0,4,0,2,139,5,3,0,8,7,
2007-11-13,A,3,3,3,91,1,4,1,2,0,1,250,5,6,2,4,5,
2007-11-13,A,3,4,1,84,2,10,1,0,0,3,43,5,10,4,12,9,
2007-11-13,A,3,4,2,80,1,8,1,8,1,1,52,10,5,2,6,7,
2007-11-13,A,3,4,3,82,1,5,0,11,0,1,39,2,9,7,4,0,
2007-11-13,A,3,5,1,76,2,3,0,6,1,12,57,5,26,7,0,1,
2007-11-13,A,3,5,2,68,6,2,0,8,1,15,59,7,0,3,1,8,
2007-11-13,A,3,5,3,90,2,2,0,0,1,5,38,4,1,4,0,7,
2007-11-13,A,4,1,1,93,1,5,1,0,0,0,,20,3,2,2,5,
2007-11-13,A,4,1,2,90,1,7,2,0,0,0,,10,5,4,7,4,
2007-11-13,A,4,1,3,85,1,12,2,0,0,0,,10,4,5,3,3,
2007-11-13,A,4,2,1,95,2,2,1,0,0,0,,40,2,7,8,4,
2007-11-13,A,4,2,2,73,2,3,2,20,0,0,,50,0,3,4,1,
2007-11-13,A,4,2,3,81,3,0,1,15,0,0,,15,2,1,1,0,
2007-11-13,A,4,3,1,92,2,5,1,0,0,0,,25,1,5,8,5,
2007-11-13,A,4,3,2,96,3,0,1,0,0,0,,30,2,0,10,7,
2007-11-13,A,4,3,3,96,2,1,1,0,0,0,,25,2,2,1,6,
2007-11-13,A,4,4,1,96,1,1,1,0,1,0,,25,3,2,4,7,
2007-11-13,A,4,4,2,89,8,1,1,0,1,0,,15,5,5,2,2,
2007-11-13,A,4,4,3,88,5,5,1,0,1,0,,30,2,2,4,6,
2007-11-13,A,4,5,1,79,2,15,1,2,1,0,,20,3,2,5,7,
2007-11-13,A,4,5,2,91,1,5,1,2,0,0,,10,2,6,3,6,
2007-11-13,A,4,5,3,91,1,4,1,1,1,1,24,10,6,4,10,17,
2008-08-11,B,1,1,1,84,10,0,0,5,1,0,0,3,4,4,4,0,
2008-08-11,B,1,1,2,62,25,0,0,10,3,0,0,3,0,7,5,6,
2008-08-11,B,1,1,3,71,15,0,1,13,0,0,0,3,7,5,3,7,
2008-08-11,B,1,2,1,57,3,20,0,15,5,0,0,10,2,6,3,5,
2008-08-11,B,1,2,2,74,15,0,0,10,1,0,0,5,6,5,4,4,
2008-08-11,B,1,2,3,97,2,0,0,0,1,0,0,10,2,4,3,4,
2008-08-11,B,1,3,1,74,15,0,0,10,1,0,0,2,7,6,4,3,
2008-08-11,B,1,3,2,80,10,0,0,6,4,0,0,2,3,9,4,2,
2008-08-11,B,1,3,3,83,10,0,0,5,2,0,0,4,4,6,3,4,
2008-08-11,B,1,4,1,96,1,1,1,0,1,0,0,1,6,6,2,0,
2008-08-11,B,1,4,2,80,2,0,1,15,2,0,0,1,0,3,4,3,
2008-08-11,B,1,4,3,94,2,0,1,1,2,0,0,1,1,2,7,7,
2008-08-11,B,1,5,1,59,3,2,1,35,0,0,0,4,7,5,12,6,
2008-08-11,B,1,5,2,83,3,6,1,5,2,0,0,2,4,7,2,0,
2008-08-11,B,1,5,3,88,1,0,1,10,0,0,0,3,4,9,1,11,
2008-08-11,B,2,1,1,44,3,1,40,2,0,10,35,1,7,8,4,6,
2008-08-11,B,2,1,2,,2,3,35,5,1,19,25,3,7,,,7,
2008-08-11,B,2,1,3,,2,0,10,0,1,12,25,2,7,,,5,
2008-08-11,B,2,2,1,,3,2,10,0,5,13,35,10,2,,,3,
2008-08-11,B,2,2,2,,3,10,5,0,7,5,15,15,3,,,1,
2008-08-11,B,2,2,3,,5,5,7,0,15,28,30,10,2,,,2,
2008-08-11,B,2,3,1,,10,5,1,12,1,2,59,5,3.5,,,0,
2008-08-11,B,2,3,2,,2,1,1,10,2,10,82.6,5,0,,,3,
2008-08-11,B,2,3,3,,10,3,1,1,1,10,96.9,4,3,,,3,
2008-08-11,B,2,4,1,,5,5,10,0,0,5,20,2,5,,,3,
2008-08-11,B,2,4,2,,7,2,15,0,0,3,15,5,4,,,2,
2008-08-11,B,2,4,3,,10,1,10,0,3,0,,2,2,,,3,
2008-08-11,B,2,5,1,,5,2,1,0,2,5,18,2,3,,,8,
2008-08-11,B,2,5,2,,2,10,5,0,0,2,21,5,2,,,10,
2008-08-11,B,2,5,3,,10,3,2,0,1,10,21,2,2,,,5,
2008-08-11,B,3,1,1,,5,1,0,2,0,0,0,15,5,,,5,
2008-08-11,B,3,1,2,,4,5,1,0,0,0,0,1,7,,,7,
2008-08-11,B,3,1,3,,4,0,1,1,1,0,0,5,4,,,4,
2008-08-11,B,3,2,1,,2,5,0,0,1,0,0,1,4,,,7,
2008-08-11,B,3,2,2,,5,1,0,2,0,0,0,5,6,,,7,
2008-08-11,B,3,2,3,,5,7,0,1,2,0,0,1,4,,,5,
2008-08-11,B,3,3,1,,2,2,0,0,2,0,0,4,2,,,7,
2008-08-11,B,3,3,2,,2,10,0,0,1,0,0,2,5,,,2,
2008-08-11,B,3,3,3,,5,0,0,0,0,0,0,5,5,,,7,
2008-08-11,B,3,4,1,,2,15,0,0,1,0,0,1,8,,,8,
2008-08-11,B,3,4,2,,3,10,0,0,1,0,0,1,6,,,7,
2008-08-11,B,3,4,3,,5,5,0,0,1,0,0,3,7,,,10,
2008-08-11,B,3,5,1,,2,4,1,5,0,0,0,2,5,,,7,
2008-08-11,B,3,5,2,,1,3,0,2,2,0,0,1,6,,,9,
2008-08-11,B,3,5,3,,2,6,0,1,0,0,0,5,7,,,9,
2008-08-11,B,4,1,1,,10,0,2,2,10,20,47,1,1,,,1,
2008-08-11,B,4,1,2,,15,1,5,1,20,10,35,2,1,,,1,
2008-08-11,B,4,1,3,,7,10,5,5,4,40,85,1,1,,,1,
2008-08-11,B,4,2,1,,15,1,5,3,0,1,22,5,5,,,4,
2008-08-11,B,4,2,2,,20,5,3,7,1,1,17,2,2,,,7,
2008-08-11,B,4,2,3,,15,1,15,5,1,1,15,5,6,,,4,
2008-08-11,B,4,3,1,,20,0,10,2,0,0,0,2,9,,,1,
2008-08-11,B,4,3,2,,8,4,3,2,2,2,30,3,3,,,8,
2008-08-11,B,4,3,3,,23,0,10,2,1,1,20,2,9,,,6,
2008-08-11,B,4,4,1,,10,0,3,2,2,1,22,2,7,,,5,
2008-08-11,B,4,4,2,,7,0,5,2,2,1,22,2,5,,,5,
2008-08-11,B,4,4,3,,8,0,10,1,2,1,20,1,7,,,4,
2008-08-11,B,4,5,1,,15,3,15,1,2,2,30,2,7,,,5,
2008-08-11,B,4,5,2,,20,0,3,1,2,4,43,1,3,,,6,
2008-08-11,B,4,5,3,,5,0,5,10,1,50,63,2,9,,,3,
2008-08-19,C,1,1,1,92,2,5,1,0,0,0,,5,4,5,5,4,
2008-08-19,C,1,1,2,74,10,15,1,0,0,0,,5,4,6,6,5,
2008-08-19,C,1,1,3,88,1,10,1,0,0,0,,10,6,8,8,4,
2008-08-19,C,1,2,1,90,2,5,1,0,2,0,,3,6,6,4,2,
2008-08-19,C,1,2,2,94,4,0,1,0,1,0,,10,2,5,3,4,
2008-08-19,C,1,2,3,91,7,0,1,0,1,0,,10,4,4,2,4,
2008-08-19,C,1,3,1,89,10,0,1,0,0,0,,15,7,6,9,8,
2008-08-19,C,1,3,2,84,12,3,1,0,0,0,,10,7,11,5,6,
2008-08-19,C,1,3,3,88,8,3,1,0,0,0,,10,7,10,0,3,
2008-08-19,C,1,4,1,96,1,2,1,0,0,0,,5,7,4,5,5,
2008-08-19,C,1,4,2,91,6,2,1,0,0,0,,8,2,8,4,9,
2008-08-19,C,1,4,3,74,5,20,1,0,0,0,,8,9,5,6,8,
2008-08-19,C,1,5,1,64,2,1,1,32,0,0,,15,3,1,4,3,
2008-08-19,C,1,5,2,95,1,2,1,1,0,0,,7,4,5,3,4,
2008-08-19,C,1,5,3,92,5,2,1,0,0,0,,3,7,2,4,6,
2008-08-19,C,2,1,1,77,1,2,1,0,15,2,15,2,2,3,4,4,
2008-08-19,C,2,1,2,73,3,4,2,0,10,4,18,4,6,8,7,2,
2008-08-19,C,2,1,3,86,1,2,2,0,5,2,20,2,6,4,6,4,
2008-08-19,C,2,2,1,75,10,3,0,0,10,0,,2,14,2,3,4,
2008-08-19,C,2,2,2,85,5,4,1,0,2,2,15,1,5,4,6,5,
2008-08-19,C,2,2,3,88,0,2,2,0,4,2,16,2,10,6,4,10,
2008-08-19,C,2,3,1,72,2,20,2,0,1,2,25,1,6,5,4,7,
2008-08-19,C,2,3,2,87,2,5,1,0,2,2,29,1,8,2,4,10,
2008-08-19,C,2,3,3,91,4,1,1,0,0,2,36,1,10,8,4,6,
2008-08-19,C,2,4,1,87,3,5,2,0,2,0,,1,4,0,4,7,
2008-08-19,C,2,4,2,90,2,7,0,0,0,0,,1,8,6,6,6,
2008-08-19,C,2,4,3,82,3,5,4,0,2,2,23,2,2,5,0,4,
2008-08-19,C,2,5,1,89,1,7,0,0,2,0,,1,4,5,5,8,
2008-08-19,C,2,5,2,90,2,5,1,0,1,0,,1,8,5,3,2,
2008-08-19,C,2,5,3,93,1,2,1,1,1,0,,1,3,5,5,5,
2008-08-19,C,3,1,1,43,5,0,2,0,0,50,400,1,5,1,0,4,
2008-08-19,C,3,1,2,82,10,0,1,0,2,5,150,2,4,0,5,4,
2008-08-19,C,3,1,3,83,10,0,1,0,1,5,300,2,4,12,2,2,
2008-08-19,C,3,2,1,63,5,0,2,0,0,30,350,2,6,5,3,9,
2008-08-19,C,3,2,2,90,3,0,2,0,0,5,20,1,9,3,3,3,
2008-08-19,C,3,2,3,88,3,1,2,0,1,5,30,2,3,3,6,4,
2008-08-19,C,3,3,1,74,8,0,2,0,1,15,37.4,1,4,2,4,4,
2008-08-19,C,3,3,2,85,5,2,1,1,1,5,28.5,1,5,3,1,2,
2008-08-19,C,3,3,3,89,5,0,1,0,0,5,28,2,3,3,3,2,
2008-08-19,C,3,4,1,84,10,0,1,2,1,2,23,2,1,3,6,0,
2008-08-19,C,3,4,2,74,13,7,1,0,2,3,27,1,4,4,8,4,
2008-08-19,C,3,4,3,82,10,1,1,3,2,1,23,1,3,5,7,7,
2008-08-19,C,3,5,1,84,8,2,2,2,1,1,52,2,3,4,5,6,
2008-08-19,C,3,5,2,90,8,1,1,0,0,1,23,2,5,2,8,6,
2008-08-19,C,3,5,3,90,4,5,1,0,0,0,0,1,6,9,8,9,
2008-08-19,C,4,1,1,95,3,0,1,0,1,0,0,1,3,5,5,3,
2008-08-19,C,4,1,2,93,1,0,1,2,3,0,0,2,3,5,0,4,
2008-08-19,C,4,1,3,91,3,0,1,2,3,0,0,2,3,0,2,2,
2008-08-19,C,4,2,1,93,2,0,1,0,4,0,0,6,2,1,2,7,
2008-08-19,C,4,2,2,97,1,0,1,0,1,0,0,7,4,3,5,3,
2008-08-19,C,4,2,3,94,1,0,1,0,4,0,0,5,4,1,3,1,
2008-08-19,C,4,3,1,90,1,7,1,0,1,0,0,5,3,2,1,8,
2008-08-19,C,4,3,2,96,1,0,1,0,2,0,0,10,4,4,3,4.5,
2008-08-19,C,4,3,3,96,1,0,2,0,1,0,0,7,0,3,4,4,
2008-08-19,C,4,4,1,93,1,5,1,0,0,0,0,10,7,5,3,8,
2008-08-19,C,4,4,2,88,2,7,1,0,2,0,0,6,5,2,3,4,
2008-08-19,C,4,4,3,95,1,0,3,0,1,0,0,10,5,4,6,7,
2008-08-19,C,4,5,1,92,3,0,1,1,3,0,0,5,5,1,5,3,
2008-08-19,C,4,5,2,83,6,0,1,0,10,0,0,4,5,0,7,3,
2008-08-19,C,4,5,3,93,2,0,1,0,4,0,0,5,2,8,10,8,
2008-09-15,A,1,1,1,82,0,0,2,0,15,1,26.5,1,13,8,5,3,
2008-09-15,A,1,1,2,92,1,0,2,0,5,0,0,1,3,6,1,3,
2008-09-15,A,1,1,3,66,1,0,1,2,30,0,0,2,7,5,5,2,
2008-09-15,A,1,2,1,93,3,1,0,2,1,0,0,3,4,3,5,7,
2008-09-15,A,1,2,2,96,1,0,0,2,1,0,0,3,5,6,6,4,
2008-09-15,A,1,2,3,99,1,0,0,0,0,0,0,1,3,4,9,2,
2008-09-15,A,1,3,1,96,1,0,1,0,2,0,0,1,5,7,3,4,
2008-09-15,A,1,3,2,49,5,0,1,40,4,1,13,1,5,2,2,6,
2008-09-15,A,1,3,3,94,3,0,0,0,2,1,12,2,6,2,2,13,
2008-09-15,A,1,4,1,97,1,1,0,0,1,0,0,3,7,4,4,2,
2008-09-15,A,1,4,2,99,0,0,0,0,1,0,0,1,5,4,4,6,
2008-09-15,A,1,4,3,98,1,0,0,0,1,0,0,1,4,6,6,3,
2008-09-15,A,1,5,1,83,10,0,0,5,2,0,0,5,9,5,15,10,
2008-09-15,A,1,5,2,88,10,0,0,1,1,0,0,2,15,6,16,3,
2008-09-15,A,1,5,3,92,1,0,0,5,1,1,28,2,2,13,6,8,
2008-09-15,A,2,1,1,78,2,6,1,5,7,1,51,1,19,2,6,14,
2008-09-15,A,2,1,2,59,5,1,2,30,2,1,50,1,3,2,4,6,
2008-09-15,A,2,1,3,81,3,1,1,10,2,2,32,1,6,2,2,6,
2008-09-15,A,2,2,1,81,0,0,1,13,3,2,29,2,3,35,5,2,
2008-09-15,A,2,2,2,95,1,0,1,0,2,1,35,1,0,4,3,4,
2008-09-15,A,2,2,3,85,1,0,1,0,3,10,210,2,4,4,6,7,
2008-09-15,A,2,3,1,85,2,1,1,5,1,5,30,1,5,6,4,5,
2008-09-15,A,2,3,2,56,2,0,1,30,1,10,70,1,5,3,2,1,
2008-09-15,A,2,3,3,75,3,0,1,10,1,10,67,1,1,6,4,3,
2008-09-15,A,2,4,1,77,0,0,1,20,1,1,28,4,3,2,9,2,
2008-09-15,A,2,4,2,83,1,0,1,3,10,2,26.5,3,3,13,4,1,
2008-09-15,A,2,4,3,18,1,0,0,75,5,1,24,2,5,1,1,7,
2008-09-15,A,2,5,1,94,1,0,0,1,1,3,33,1,8,2,5,17,
2008-09-15,A,2,5,2,92,1,0,0,5,1,1,48,1,19,5,2,5,
2008-09-15,A,2,5,3,92,1,0,1,4,1,1,37.5,1,4,4,1,4,
2008-09-15,A,3,1,1,70,2,1,1,25,0,1,30,3,3,8,3,3,
2008-09-15,A,3,1,2,77,0,1,1,20,0,1,20,20,5,1,2,5.5,
2008-09-15,A,3,1,3,78,0,0,1,20,0,1,20,10,4,4,3,3.5,
2008-09-15,A,3,2,1,75,5,3,1,1,0,15,35,5,4,7,6,8,
2008-09-15,A,3,2,2,50,4,15,1,0,0,30,50,3,4.5,10,5.5,7,
2008-09-15,A,3,2,3,67,2,5,1,0,0,25,40,4,3,4,5,5.5,
2008-09-15,A,3,3,1,75,1,1,1,2,0,20,5,3,2,5,2,5,
2008-09-15,A,3,3,2,80,2,3,2,3,0,10,1,3,0,2,10,5,
2008-09-15,A,3,3,3,68,2,1,1,2,1,25,5,4,3,8,2,4,
2008-09-15,A,3,4,1,41,3,15,1,0,0,40,25,2,3.5,3,3.5,5,
2008-09-15,A,3,4,2,71,1,3,1,4,0,20,45,10,5,5.5,6,0,
2008-09-15,A,3,4,3,66,1,2,1,25,0,5,30,3,4,5,2,7,
2008-09-15,A,3,5,1,64,0,1,1,2,2,30,60,10,3,5,0,3,
2008-09-15,A,3,5,2,31,3,20,1,2,3,40,50,1,3,0,7,5,
2008-09-15,A,3,5,3,72,1,5,1,0,1,20,50,2,4.5,7,3,3,
2008-09-15,A,4,1,1,89,5,5,1,0,0,0,0,1,4,5,6,4,
2008-09-15,A,4,1,2,89,5,5,1,0,0,0,0,1,8,5,8,3,
2008-09-15,A,4,1,3,93,3,3,1,0,0,0,0,2,3,8,3,4,
2008-09-15,A,4,2,1,96,2,2,0,0,1,0,0,30,4,6,5,4,
2008-09-15,A,4,2,2,78,2,0,0,20,0,0,0,30,5,0,0,2,
2008-09-15,A,4,2,3,81,2,0,1,15,1,0,0,25,4,0,4,5,
2008-09-15,A,4,3,1,91,5,3,1,0,0,0,,10,2.5,6,4.5,2,
2008-09-15,A,4,3,2,96,2,1,1,0,0,0,,15,4,6,4.5,4.5,
2008-09-15,A,4,3,3,91,2,5,1,1,0,0,,10,6,6,7,2.5,
2008-09-15,A,4,4,1,92,1,5,1,0,1,0,0,2,3,5,2,4,
2008-09-15,A,4,4,2,94,1,2,1,0,2,0,0,2,4,7,2,0,
2008-09-15,A,4,4,3,88,1,7,2,0,2,0,0,5,0,1,3,6,
2008-09-15,A,4,5,1,82,3,10,1,2,2,0,0,3,3,5,5,6,
2008-09-15,A,4,5,2,91,2,5,0,2,0,0,0,5,5,4,7,7,
2008-09-15,A,4,5,3,89,2,3,1,1,2,2,35,3,8,7,0,5,
2009-09-11,B,1,1,1,84,10,0,0,5,1,0,0,3,9,10,4,2,
2009-09-11,B,1,1,2,61,26,0,0,10,3,0,0,5,2,10,7,8,
2009-09-11,B,1,1,3,64,20,0,2,13,1,0,0,10,4,5,2,6,
2009-09-11,B,1,2,1,60,4,20,0,15,1,0,0,10,7,8.5,2,9,
2009-09-11,B,1,2,2,72,15,0,2,10,1,0,0,5,7,2.5,5,6.5,
2009-09-11,B,1,2,3,98,0,0,0,0,2,0,0,7,6.5,5,3,1,
2009-09-11,B,1,3,1,69,15,2,0,10,4,0,0,4,4,3,5,6,
2009-09-11,B,1,3,2,83,10,0,0,6,1,0,0,5,7,5,6,2,
2009-09-11,B,1,3,3,91,4,0,0,5,0,0,0,2,4,2,6,6,
2009-09-11,B,1,4,1,96,0,2,0,0,2,0,0,3,2,5,1,1,
2009-09-11,B,1,4,2,81,0,0,0,15,4,0,0,4,0,2,5,1,
2009-09-11,B,1,4,3,89,5,0,0,1,5,0,0,2,3,5,4.5,7,
2009-09-11,B,1,5,1,50,10,2,0,35,3,0,0,2,5,6,10,5,
2009-09-11,B,1,5,2,73,3,15,1,5,3,0,0,3,4,4,4,4,
2009-09-11,B,1,5,3,85,0,0,0,10,5,0,0,7,4,3,3,6,
2009-09-15,B,2,1,1,69,0,1,20,5,0,5,32,5,3,4,7,4,
2009-09-15,B,2,1,2,53,4,3,30,5,2,3,22,6,10,7,1,7,
2009-09-15,B,2,1,3,49,4,4,40,0,1,2,26,6,8,4,4,11,
2009-09-15,B,2,2,1,78,3,1,5,0,10,3,22,10,6,2,3,2,
2009-09-15,B,2,2,2,78,3,12,1,0,5,1,14,5,3,3,4,11,
2009-09-15,B,2,2,3,65,4,15,3,0,10,3,17,10,15,4,0,2,
2009-09-15,B,2,3,1,82,1,1,0,15,1,0,0,3,7,5,0,5,
2009-09-15,B,2,3,2,65,10,1,1,20,2,1,19,1,5,4,4,4,
2009-09-15,B,2,3,3,89,3,0,1,1,4,2,45,2,5,5,2,10,
2009-09-15,B,2,4,1,86,5,3,2,0,4,0,0,4,10,10,3,9,
2009-09-15,B,2,4,2,78,5,5,5,0,7,0,0,2,9,7,6,9,
2009-09-15,B,2,4,3,81,10,1,5,0,3,0,0,2,7,6,0,1,
2009-09-15,B,2,5,1,85,3,5,1,0,5,1,30,2,10,9,6,11,
2009-09-15,B,2,5,2,89,3,5,1,0,1,1,28,1,11,4,5,5,
2009-09-15,B,2,5,3,91,1,1,3,0,1,3,28,1,6,4,5,2,
2009-09-17,B,3,1,1,89,8,1,0,2,0,0,0,13,4,6,5.5,7,
2009-09-17,B,3,1,2,98,2,0,0,0,0,0,0,10,8,6,3,6,
2009-09-17,B,3,1,3,93,5,0,0,1,1,0,0,5,4,1,1,2,
2009-09-17,B,3,2,1,94,2,3,0,0,1,0,0,3,2,3,5,3,
2009-09-17,B,3,2,2,92,6,0,0,2,0,0,0,2,2,7,6,7,
2009-09-17,B,3,2,3,80,3,7,1,1,2,0,0,5,6,5,5,5,
2009-09-17,B,3,3,1,95,3,0,0,0,2,0,0,2,4,7,6,6,
2009-09-17,B,3,3,2,82,6,10,0,0,2,0,0,2,2,7,3,4,
2009-09-17,B,3,3,3,89,2,0,1,0,2,0,0,5,4,2,1,2,
2009-09-17,B,3,4,1,82,2,15,0,0,1,0,0,10,3,2,6,7,
2009-09-17,B,3,4,2,88,2,10,0,0,0,0,0,10,4,7,2,5,
2009-09-17,B,3,4,3,71,20,5,0,0,4,0,0,3,4,4,5,6,
2009-09-17,B,3,5,1,89,4,1,1,5,0,0,0,7,3,5,5,5,
2009-09-17,B,3,5,2,84,1,5,1,2,7,0,0,3,3,3,5,7,
2009-09-17,B,3,5,3,91,4,3,0,1,1,0,0,2,1,2,8,4,
2009-09-18,B,4,1,1,66,2,0,1,1,20,10,30,1,2,0,12,13,
2009-09-18,B,4,1,2,73,10,0,1,1,10,5,14,1,7,0,0,1,
2009-09-18,B,4,1,3,10,3,10,2,5,10,60,57,2,2,0,0,7,
2009-09-18,B,4,2,1,87,10,0,0,1,1,1,14,2,2,2,4,3,
2009-09-18,B,4,2,2,85,10,3,0,1,0,1,22,2,2,4,3,2,
2009-09-18,B,4,2,3,78,15,5,0,1,0,1,14,3,1,5,2,2,
2009-09-18,B,4,3,1,75,20,0,0,2,3,0,0,5,4,7,6,2,
2009-09-18,B,4,3,2,90,10,0,0,0,0,0,0,5,5,4,4,7,
2009-09-18,B,4,3,3,88,10,0,0,2,0,0,0,5,9,0,9,7,
2009-09-18,B,4,4,1,75,20,0,0,2,2,1,24,15,1,2,4,2,
2009-09-18,B,4,4,2,94,0,0,0,2,2,2,27,15,2,3,2,1,
2009-09-18,B,4,4,3,94,2,0,0,1,2,1,10,10,1,2,2,1,
2009-09-18,B,4,5,1,77,15,4,1,1,1,1,20,5,5,5,0,2,
2009-09-18,B,4,5,2,67,20,0,1,1,10,1,26,5,2,2,4,3,
