Date,Block,Plot,Leaves (in g),Wood (in g),Misc (in g),Fruits;seeds;flower (g),Days since last collec.,New palm frond (in m),Remarks
2020-11-05,B,4,14.02,0.9,0,18.38,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-05,C,1,30.51,11.36,0,5.59,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-05,C,2,22.14,3.91,0,2.99,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-05,C,3,16.57,1.08,0,1.3,15,0.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-05,C,4,14.17,4.98,0,26.97,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,A,1,21.11,53.75,0,3.36,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,A,2,14.96,1.4,0,7.56,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,A,3,38.73,7.49,0,2.11,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,A,4,9.8,2.4,0,3.41,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,B,1,19.03,4.94,0,8.07,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,B,2,11.94,12.59,0,4.83,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,B,3,17.68,26.23,0,6.09,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,B,4,11.54,1.37,0,12.02,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,C,1,18.14,5.74,0,6.16,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,C,2,25.88,7.09,0,4.87,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,C,3,26.79,4.38,0,8.86,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-11-19,C,4,15.6,3.55,0,12.43,15,1.7,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,A,1,23.41,11.07,0,4.5,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,A,2,28.29,3.1,0,8.9,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,A,3,26.96,1.82,0,1,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,A,4,19.02,0,0,1,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,B,1,11.32,3.26,0,7.92,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,B,2,12.26,2.22,0,3.57,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,B,3,18.59,8.3,0,12.67,15,2.6,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,B,4,11.94,3.72,0,39.39,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,C,1,16.57,5.35,0,6.71,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,C,2,11.73,1.42,0,4.34,15,1.7,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,C,3,14.94,1.87,0,1.4,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-03,C,4,35.45,12.2,0,2.28,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,A,1,11.84,3.92,0,9.17,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,A,2,19.9,1.88,0,20.8,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,A,3,13.83,28.18,0,3.92,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,A,4,13.67,10.02,0,3.82,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,B,1,12.4,0.65,0,4.62,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,B,2,7.51,2.14,0,3.02,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,B,3,17.3,5.22,0,10.52,15,2.6,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,B,4,8.64,6.44,0,102.67,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,C,1,18.29,50.83,0,6.56,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,C,2,10.79,0.65,0,9.9,15,1.7,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,C,3,15.86,2.43,0,11.13,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-17,C,4,16.76,11.1,0,4.06,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,A,1,18.62,3.06,0,6.22,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,A,2,15.96,1.9,0,6.9,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,A,3,11.53,1.56,0,3.41,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,A,4,15.3,7.25,0,2.08,15,0.5,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,B,1,12.66,1.39,0,10.06,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,B,2,18.1,4.31,0,2.79,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,B,3,22.95,5.43,0,7.36,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,B,4,10.9,2.22,0,4.37,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,C,1,17.99,3.03,0,6.5,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,C,2,11.54,1.58,0,3.36,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,C,3,27.43,8.42,0,1.13,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2020-12-31,C,4,28.07,10.72,0,0,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,A,1,13.87,24.31,0,6.38,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,A,2,20.24,4.06,0,3.54,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,A,3,16.64,11.52,0,5.24,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,A,4,16.11,3.77,0,2.46,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,B,1,20.38,4.33,0,4.72,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,B,2,11.92,3.62,0,3.76,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,B,3,19.18,6.44,0,10.01,15,2.4,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,B,4,9.34,1.65,0,2.83,15,1.5,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,C,1,36,7.95,0,3.5,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,C,2,11.04,1.26,0,7.08,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,C,3,26.3,5.57,0,1.34,15,2.4,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-14,C,4,21.36,6.5,0,0,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,A,1,15.36,4.77,0,8.84,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,A,2,19.91,4.81,0,7.19,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,A,3,18.93,0.46,0,3.82,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,A,4,14.96,2.79,0,1.85,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,B,1,12.55,4.75,0,3.33,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,B,2,13.82,0.58,0,1.62,15,1.6,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,B,3,11.57,5.85,0,2.7,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,B,4,22.27,14.04,0,2.75,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,C,1,20.4,1.83,0,3.6,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,C,2,30.09,4.8,0,0,15,0.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,C,3,11.43,2.53,0,1.12,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-01-28,C,4,11.58,0.99,0,0.48,15,1.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,A,1,14.58,14.57,0,12.49,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,A,2,15.74,2.52,0,9.57,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,A,3,23.2,3.17,0,4.02,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,A,4,37.35,8.14,0,3.94,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,B,1,18.71,0.67,0,4.56,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,B,2,9.56,2.63,0,1.09,15,2.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,B,3,27.65,129.14,0,10.56,15,0.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,B,4,10.23,92.89,0,3.09,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,C,1,24.5,1.19,0,12.4,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,C,2,22.56,2.72,0,1.68,15,1.2,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,C,3,34.78,7.31,0,1.53,15,1.6,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-11,C,4,45.07,53.41,0,0.22,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,A,1,14.25,4.99,0,13.39,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,A,2,10.95,1.99,0,5.1,15,0.5,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,A,3,22.11,3.21,0,4.59,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,A,4,14,7.54,0,0.85,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,B,1,12.22,1.86,0,3.4,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,B,2,15.09,11.36,0,1.05,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,B,3,24.54,18.57,0,2.02,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,B,4,13.41,30.83,0,7.06,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,C,1,25.41,3.5,0,5.77,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,C,2,10,0.44,0,2.71,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,C,3,29.44,3.48,0,1.83,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-02-25,C,4,6.65,2.59,0,0,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,A,1,18.79,4.99,0,21.69,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,A,2,16.55,1.45,0,2.72,15,2,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,A,3,25.61,2.12,0,3.02,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,A,4,27.29,0.68,0,1.35,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,B,1,20.01,1.88,0,0.93,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,B,2,23.51,3.74,0,0.15,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,B,3,15.19,0.89,0,2.58,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,B,4,10.49,8.89,0,0,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,C,1,21.15,7.54,0,3.34,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,C,2,15.86,1.08,0,1.98,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,C,3,13.27,3.5,0,0.38,15,2.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-11,C,4,5.99,0.13,0,1.56,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,A,1,30.6,2.4,0,10.26,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,A,2,27.69,1.2,0,19.56,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,A,3,27.57,1.49,0,2.52,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,A,4,25.08,3.45,0,0.83,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,B,1,46.63,52.04,0,2.72,15,2.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,B,2,14.52,0.22,0,0.67,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,B,3,28.53,8.27,0,11.2,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,B,4,21.18,4.4,0,4.87,15,1.6,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,C,1,29.34,3.44,0,4.05,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,C,2,17.45,3.79,0,1.42,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,C,3,23.79,1.87,0,1.16,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-03-25,C,4,24.8,2.91,0,0,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,A,1,15.25,32.29,0,14.06,15,2,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,A,2,22.79,5.17,0,28.58,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,A,3,29.79,6.3,0,8.24,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,A,4,14.33,2.19,0,1.29,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,B,1,15.43,1.51,0,16.16,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,B,2,22.45,1.05,0,1.68,15,2.5,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,B,3,40.86,10.4,0,5.61,15,1.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,B,4,17.95,1.57,0,5.28,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,C,1,26.03,1.58,0,7.95,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,C,2,20.01,6.19,0,5.98,15,1.6,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,C,3,26.63,5.24,0,4.8,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-08,C,4,16.77,6.48,0,2.27,15,0.7,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,A,1,22.36,6.04,0,17.91,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,A,2,25.9,3.8,0,17.95,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,A,3,21.37,1.75,0,5.68,15,1.5,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,A,4,49.04,3.8,0,4.14,15,1.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,B,1,31.61,2.11,0,11.61,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,B,2,36.18,10.33,0,1.85,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,B,3,57.83,6.01,0,7.96,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,B,4,39.37,3.51,0,4.84,15,1.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,C,1,42.82,2.93,0,5.64,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,C,2,30.05,2.74,0,7.4,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,C,3,61.48,4.47,0,2.91,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-04-22,C,4,49.01,11.6,0,0.44,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,A,1,14.25,4.99,0,13.39,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,A,2,10.95,1.99,0,5.1,15,0.5,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,A,3,22.11,3.21,0,4.59,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,A,4,14,7.54,0,0.85,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,B,1,12.22,1.86,0,3.4,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,B,2,15.09,11.36,0,1.05,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,B,3,24.54,18.57,0,2.02,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,B,4,13.41,30.83,0,7.06,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,C,1,25.41,3.5,0,5.77,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,C,2,10,0.44,0,2.71,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,C,3,29.44,3.48,0,1.83,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-06,C,4,6.65,2.59,0,0,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,A,1,114.49,2.97,0,12.26,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,A,2,55.14,5.2,0,14.55,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,A,3,66.45,5.24,0,5.53,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,A,4,46.06,4.87,0,3.97,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,B,1,41.72,4.63,0,4,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,B,2,57.41,5.89,0,2.91,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,B,3,104.04,25.99,0,4.46,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,B,4,42.77,2.03,0,3.23,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,C,1,227.1,5.12,0,5.85,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,C,2,73.77,9.18,0,4.43,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,C,3,92.13,3.69,0,10.61,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-05-20,C,4,67.43,25.83,0,5.14,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,A,1,101.08,6.7,0,24.31,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,A,2,89.22,5.85,0,13.99,15,1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,A,3,50.73,2.36,0,4.72,15,0.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,A,4,61.2,8.2,0,3.81,15,1.75,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,B,1,96.67,4.16,0,5.02,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,B,2,109.44,4.84,0,4.06,15,2.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,B,3,103.68,28,0,2.35,15,1.1,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,B,4,76.98,4.37,0,3.05,15,0,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
2021-06-03,C,1,138.69,2.46,0,7.95,15,1.9,"Sample Collected by: S.Matta Block A, and J.Bithorn Block B&C. All material was dried at 65 centigrades."
