DATACODE,CARDTYPE,STUDYID,STAND,PLOT,YEAR,SPECIES,DECAY,POSITION,WVOL,BVOL,TVOL,WMASS,BMASS,TMASS,PCOVER,SURFAREA,N,P,K,CA,MG,MN,NA,S
TD012,4,PPGY,PF28,   5,1991,PIPO,5,L,4.75951,0.00000,4.75951,1.05661,0.00000,1.05661,0.12000,26.79025,3.02825,0.12045,0.27578,2.09632,0.30008,0.06128,,
TD012,4,PPGY,PF28,   6,1991,PIPO,1,L,16.75193,6.43413,23.18607,6.48300,2.21978,8.70278,0.71464,287.46201,9.13791,0.46124,6.15285,10.22575,2.25402,0.42643,,
TD012,4,PPGY,PF28,   6,1991,PIPO,1,S,4.28869,1.64721,5.93591,1.65973,0.56830,2.22802,0.00875,154.50141,2.33942,0.11808,1.57520,2.61792,0.57705,0.10917,,
TD012,4,PPGY,PF28,   6,1991,PIPO,2,L,4.23394,0.37938,4.61333,1.47765,0.13089,1.60853,0.22773,74.81219,1.69861,0.08847,0.78818,1.83694,0.40214,0.06595,,
TD012,4,PPGY,PF28,   6,1991,PIPO,3,L,6.40620,0.07756,6.48377,2.17811,0.02676,2.20487,0.34667,121.51819,2.53560,0.10363,0.42996,2.76712,0.45422,0.05953,,
TD012,4,PPGY,PF28,   6,1991,PIPO,4,L,15.66778,0.00000,15.66778,3.47824,0.00000,3.47824,0.52973,169.38546,9.96866,0.39651,0.90784,6.90085,0.98782,0.20174,,
TD012,4,PPGY,PF28,   6,1991,PIPO,4,S,0.12566,0.00000,0.12566,0.02790,0.00000,0.02790,0.00126,2.51327,0.07995,0.00318,0.00728,0.05535,0.00792,0.00162,,
TD012,4,PPGY,PF28,   6,1991,PIPO,5,L,4.81515,0.00000,4.81515,1.06896,0.00000,1.06896,0.24734,67.30992,3.06365,0.12186,0.27900,2.12083,0.30358,0.06199,,
TD012,4,PPGY,PF28,   7,1991,PICO,1,S,3.06909,0.71991,3.78899,1.38110,0.31532,1.69641,0.00523,100.97464,1.52677,0.06786,0.26294,2.37497,0.11875,0.09330,0.04071,
TD012,4,PPGY,PF28,   7,1991,PIPO,1,L,15.03943,5.77639,20.81582,5.82026,1.99285,7.81311,0.52644,189.97743,8.20377,0.41410,5.52387,9.18041,2.02360,0.38284,,
TD012,4,PPGY,PF28,   7,1991,PIPO,1,S,37.97367,14.58504,52.55872,14.69581,5.03184,19.72766,0.04224,537.17123,20.71405,1.04557,13.94744,23.17998,5.10947,0.96666,,
TD012,4,PPGY,PF28,   7,1991,PIPO,2,L,2.90561,0.26035,3.16597,1.01405,0.08982,1.10388,0.18400,67.19911,1.16569,0.06071,0.54090,1.26063,0.27597,0.04526,,
TD012,4,PPGY,PF28,   7,1991,PIPO,3,L,53.32583,0.64572,53.97155,18.13078,0.22277,18.35356,1.20028,440.78414,21.10659,0.86262,3.57895,23.03372,3.78082,0.49555,,
TD012,4,PPGY,PF28,   7,1991,PIPO,4,L,9.84873,0.00000,9.84873,2.18642,0.00000,2.18642,0.53107,176.86450,6.26627,0.24925,0.57067,4.33785,0.62093,0.12682,,
TD012,4,PPGY,PF28,   8,1991,PICO,1,S,4.87326,1.14312,6.01632,2.19295,0.50068,2.69365,0.00877,234.23855,2.42428,0.10775,0.41751,3.77108,0.18856,0.14816,0.06465,
TD012,4,PPGY,PF28,   8,1991,PIPO,1,L,0.11637,0.04469,0.16106,0.04503,0.01542,0.06045,0.01280,3.94459,0.06348,0.00320,0.04274,0.07103,0.01566,0.00296,,
TD012,4,PPGY,PF28,   8,1991,PIPO,1,S,32.28593,12.40048,44.68642,12.49467,4.27817,16.77282,0.04015,591.64038,17.61147,0.88896,11.85839,19.70807,4.34416,0.82187,,
TD012,4,PPGY,PF28,   8,1991,PIPO,3,L,37.93220,0.45932,38.39152,12.89695,0.15847,13.05542,0.79093,260.46572,15.01373,0.61360,2.54580,16.38455,2.68942,0.35249,,
TD012,4,PPGY,PF28,   8,1991,PIPO,4,L,18.86249,0.00000,18.86249,4.18747,0.00000,4.18747,0.63693,183.05688,12.00131,0.47737,1.09294,8.30795,1.18924,0.24288,,
TD012,4,PPGY,PF28,   9,1991,PIPO,1,S,6.31424,2.42519,8.73943,2.44361,0.83670,3.28030,0.01238,215.81504,3.44432,0.17385,2.31916,3.85435,0.84960,0.16073,,
TD012,4,PPGY,PF28,   9,1991,PIPO,2,L,1.73081,0.15509,1.88589,0.60406,0.05350,0.65756,0.15200,56.95542,0.69439,0.03616,0.32221,0.75093,0.16439,0.02696,,
TD012,4,PPGY,PF28,   9,1991,PIPO,2,S,2.18819,0.19607,2.38426,0.76368,0.06764,0.83132,0.00302,46.76581,0.87788,0.04572,0.40735,0.94937,0.20783,0.03408,,
TD012,4,PPGY,PF28,   9,1991,PIPO,3,L,7.30118,0.08841,7.38958,2.48240,0.03050,2.51289,0.31854,115.74499,2.88984,0.11811,0.49001,3.15369,0.51766,0.06785,,
TD012,4,PPGY,PF28,   9,1991,PIPO,4,L,9.89204,0.00000,9.89204,2.19602,0.00000,2.19602,0.46960,222.65518,6.29382,0.25035,0.57316,4.35693,0.62368,0.12737,,
TD012,4,PPGY,PF28,   9,1991,PIPO,4,S,1.71060,0.00000,1.71060,0.37975,0.00000,0.37975,0.00000,20.73451,1.08837,0.04329,0.09912,0.75343,0.10785,0.02203,,
TD012,4,PPGY,PF28,   9,1991,PIPO,5,L,0.91106,0.00000,0.91106,0.20226,0.00000,0.20226,0.04000,9.57026,0.57966,0.02306,0.05279,0.40128,0.05744,0.01173,,
TD012,4,PPGY,PF28,  10,1991,PICO,1,L,1.68569,0.39541,2.08110,0.75856,0.17319,0.93175,0.12387,49.04068,0.83857,0.03727,0.14442,1.30445,0.06522,0.05124,0.02236,
TD012,4,PPGY,PF28,  10,1991,PICO,1,S,0.54857,0.12868,0.67724,0.24686,0.05636,0.30322,0.00115,39.47184,0.27290,0.01213,0.04699,0.42450,0.02123,0.01667,0.00728,
TD012,4,PPGY,PF28,  10,1991,PICO,2,L,0.25541,0.05302,0.30843,0.08709,0.02322,0.11032,0.02280,9.28616,0.11032,0.00430,0.01633,0.13238,0.00905,0.00673,0.00331,
TD012,4,PPGY,PF28,  10,1991,PICO,2,S,5.21004,1.08152,6.29156,1.77662,0.47371,2.25033,0.00554,82.67106,2.25033,0.08776,0.33305,2.70040,0.18453,0.13727,0.06751,
TD012,4,PPGY,PF28,  10,1991,PIPO,1,S,9.83395,3.77705,13.61100,3.80574,1.30308,5.10882,0.01350,206.75364,5.36427,0.27077,3.61193,6.00287,1.32319,0.25034,,
TD012,4,PPGY,PF28,  10,1991,PIPO,2,L,1.86834,0.16741,2.03575,0.65205,0.05776,0.70981,0.08400,37.02966,0.74956,0.03904,0.34781,0.81060,0.17745,0.02910,,
TD012,4,PPGY,PF28,  10,1991,PIPO,3,L,27.86306,0.33739,28.20047,9.47344,0.11641,9.58984,0.79840,265.27138,11.02832,0.45072,1.87002,12.03525,1.97550,0.25893,,
TD012,4,PPGY,PF28,  10,1991,PIPO,4,L,1.81473,0.00000,1.81473,0.40287,0.00000,0.40287,0.12867,40.89542,1.15464,0.04593,0.10515,0.79929,0.11442,0.02337,,
TD012,4,PPGY,PF28,  10,1991,PIPO,5,L,9.32071,0.00000,9.32071,2.06920,0.00000,2.06920,0.38600,89.37395,5.93032,0.23588,0.54006,4.10529,0.58765,0.12001,,
TD012,4,PPGY,PF28,  11,1991,PICO,1,L,1.38575,0.32505,1.71081,0.62359,0.14237,0.76596,0.09973,43.62413,0.68937,0.03064,0.11872,1.07235,0.05362,0.04213,0.01838,
TD012,4,PPGY,PF28,  11,1991,PIPO,1,S,10.02989,3.85231,13.88219,3.88157,1.32905,5.21061,0.01347,204.69313,5.47115,0.27616,3.68390,6.12247,1.34955,0.25532,,
TD012,4,PPGY,PF28,  11,1991,PIPO,2,L,12.96804,1.16199,14.13006,4.52585,0.40089,4.92674,0.55354,203.12831,5.20264,0.27097,2.41409,5.62634,1.23170,0.20200,,
TD012,4,PPGY,PF28,  11,1991,PIPO,2,S,9.68288,0.86763,10.55052,3.37933,0.29933,3.67866,0.01011,137.79308,3.88466,0.20233,1.80255,4.20103,0.91966,0.15083,,
TD012,4,PPGY,PF28,  11,1991,PIPO,3,L,20.00099,0.24220,20.24318,6.80034,0.08356,6.88389,0.69682,238.00818,7.91648,0.32355,1.34234,8.63928,1.41807,0.18587,,
TD012,4,PPGY,PF28,  11,1991,PIPO,3,S,5.56134,0.06734,5.62868,1.89086,0.02324,1.91410,0.00566,135.12500,2.20120,0.08996,0.37324,2.40218,0.39430,0.05168,,
TD012,4,PPGY,PF28,  11,1991,PIPO,4,L,0.63696,0.00000,0.63696,0.14141,0.00000,0.14141,0.03960,12.25325,0.40527,0.01612,0.03691,0.28055,0.04015,0.00820,,
TD012,4,PPGY,PF28,  11,1991,PIPO,4,S,0.23625,0.00000,0.23625,0.05245,0.00000,0.05245,0.00000,4.71532,0.15031,0.00598,0.01369,0.10405,0.01489,0.00304,,
TD012,4,PPGY,PF28,  12,1991,PIPO,1,L,7.69447,2.95532,10.64979,2.97776,1.01958,3.99734,0.37026,153.45321,4.19721,0.21186,2.82612,4.69688,1.03531,0.19587,,
TD012,4,PPGY,PF28,  12,1991,PIPO,1,S,3.74706,1.43918,5.18625,1.45011,0.49652,1.94663,0.00608,97.76867,2.04396,0.10317,1.37627,2.28729,0.50418,0.09538,,
TD012,4,PPGY,PF28,  12,1991,PIPO,2,L,24.35074,2.18194,26.53269,8.49841,0.75277,9.25118,0.70733,252.89214,9.76926,0.50882,4.53308,10.56485,2.31279,0.37930,,
TD012,4,PPGY,PF28,  12,1991,PIPO,3,L,3.05947,0.03705,3.09650,1.04021,0.01278,1.05299,0.23173,93.61142,1.21095,0.04949,0.20533,1.32151,0.21692,0.02843,,
TD012,4,PPGY,PF28,  12,1991,PIPO,4,L,2.92975,0.00000,2.92975,0.65041,0.00000,0.65041,0.18933,53.10115,1.86406,0.07414,0.16975,1.29040,0.18471,0.03773,,
TD012,4,PPGY,PF28,  13,1991,PICO,1,S,0.52370,0.12284,0.64654,0.23566,0.05381,0.28947,0.00102,28.83428,0.26052,0.01158,0.04487,0.40526,0.02026,0.01592,0.00695,
TD012,4,PPGY,PF28,  13,1991,PIPO,1,S,9.90424,3.80405,13.70830,3.83295,1.31240,5.14535,0.01564,223.10622,5.40261,0.27270,3.63776,6.04578,1.33264,0.25212,,
TD012,4,PPGY,PF28,  13,1991,PIPO,2,L,9.30679,0.83394,10.14074,3.24807,0.28769,3.53579,0.50704,190.49612,3.73378,0.19447,1.73254,4.03786,0.88394,0.14498,,
TD012,4,PPGY,PF28,  13,1991,PIPO,2,S,0.28602,0.02563,0.31165,0.09982,0.00884,0.10866,0.00062,11.46229,0.11475,0.00598,0.05324,0.12409,0.02717,0.00446,,
TD012,4,PPGY,PF28,  13,1991,PIPO,3,L,3.63163,0.04398,3.67561,1.23475,0.01517,1.24993,0.15313,55.79680,1.43742,0.05875,0.24373,1.56866,0.25748,0.03375,,
TD012,4,PPGY,PF28,  13,1991,PIPO,3,S,0.19502,0.00236,0.19739,0.06631,0.00081,0.06712,0.00053,11.93319,0.07719,0.00315,0.01309,0.08424,0.01383,0.00181,,
TD012,4,PPGY,PF28,  13,1991,PIPO,4,L,3.61412,0.00000,3.61412,0.80233,0.00000,0.80233,0.19408,65.85648,2.29949,0.09146,0.20941,1.59183,0.22786,0.04653,,
TD012,4,PPGY,PF28,  13,1991,PIPO,4,S,0.50894,0.00000,0.50894,0.11298,0.00000,0.11298,0.00000,6.78584,0.32381,0.01288,0.02949,0.22416,0.03209,0.00655,,
TD012,4,PPGY,PF28,  13,1991,PIPO,5,L,9.55568,0.00000,9.55568,2.12136,0.00000,2.12136,0.25067,51.30199,6.07982,0.24184,0.55368,4.20878,0.60247,0.12304,,
TD012,4,PPGY,PF28,  14,1991,PIPO,1,S,44.57009,17.11861,61.68871,17.24861,5.90591,23.15454,0.05617,831.79415,24.31226,1.22719,16.37026,27.20659,5.99702,1.13458,,
TD012,4,PPGY,PF28,  14,1991,PIPO,2,L,39.56256,3.54500,43.10755,13.80732,1.22301,15.03035,1.27640,488.43552,15.87205,0.82668,7.36488,17.16467,3.75758,0.61624,,
TD012,4,PPGY,PF28,  14,1991,PIPO,2,S,9.56332,0.85692,10.42024,3.33761,0.29564,3.63324,0.01564,150.42876,3.83670,0.19983,1.78029,4.14916,0.90830,0.14896,,
TD012,4,PPGY,PF28,  14,1991,PIPO,3,L,32.44130,0.39283,32.83412,11.03004,0.13551,11.16557,1.02087,359.25443,12.84040,0.52479,2.17728,14.01278,2.30011,0.30147,,
TD012,4,PPGY,PF28,  14,1991,PIPO,3,S,2.47881,0.03002,2.50882,0.84279,0.01036,0.85315,0.01094,17.76737,0.98112,0.04010,0.16636,1.07070,0.17575,0.02304,,
TD012,4,PPGY,PF28,  14,1991,PIPO,4,L,26.99766,0.00000,26.99766,5.99349,0.00000,5.99349,1.19667,381.33467,17.17733,0.68327,1.56429,11.89107,1.70215,0.34762,,
TD012,4,PPGY,PF28,  15,1991,PIPO,1,L,43.93086,16.87309,60.80396,17.00124,5.82122,22.82246,0.87900,349.05208,23.96359,1.20959,16.13548,26.81640,5.91102,1.11830,,
TD012,4,PPGY,PF28,  15,1991,PIPO,1,S,35.89319,13.78598,49.67918,13.89066,4.75617,18.64684,0.04411,709.34968,19.57916,0.98830,13.18331,21.91003,4.82953,0.91371,,
TD012,4,PPGY,PF28,  15,1991,PIPO,2,L,8.75832,0.78479,9.54311,3.05666,0.27075,3.32741,0.25333,106.79690,3.51374,0.18301,1.63043,3.79990,0.83185,0.13642,,
TD012,4,PPGY,PF28,  15,1991,PIPO,3,L,34.94785,0.42318,35.37103,11.88227,0.14599,12.02826,0.80640,315.61412,13.83251,0.56532,2.34552,15.09548,2.47782,0.32476,,
TD012,4,PPGY,PF28,  15,1991,PIPO,4,L,51.28184,0.00000,51.28184,11.38457,0.00000,11.38457,1.17787,324.04623,32.62817,1.29784,2.97137,22.58698,3.23322,0.66031,,
TD012,4,PPGY,PF28,  15,1991,PIPO,5,L,24.36697,0.00000,24.36697,5.40947,0.00000,5.40947,0.47133,98.22375,15.50354,0.61668,1.41188,10.73238,1.53629,0.31375,,
TD012,4,PPGY,PF28,  16,1991,PIPO,1,L,5.26949,2.02392,7.29341,2.03930,0.69825,2.73755,0.25160,92.49433,2.87443,0.14508,1.93545,3.21662,0.70902,0.13413,,
TD012,4,PPGY,PF28,  16,1991,PIPO,1,S,39.81012,15.29038,55.10053,15.40651,5.27518,20.68172,0.05197,789.39817,21.71578,1.09613,14.62196,24.30101,5.35657,1.01339,,
TD012,4,PPGY,PF28,  16,1991,PIPO,2,L,9.58514,0.85886,10.44401,3.34521,0.29632,3.64152,0.47979,175.34744,3.84545,0.20028,1.78434,4.15861,0.91038,0.14930,,
TD012,4,PPGY,PF28,  16,1991,PIPO,2,S,27.56459,2.46992,30.03451,9.62004,0.85213,10.47217,0.02177,250.44172,11.05860,0.57597,5.13136,11.95921,2.61804,0.42935,,
TD012,4,PPGY,PF28,  16,1991,PIPO,3,L,34.02849,0.41204,34.44055,11.56969,0.14215,11.71184,0.89386,292.58885,13.46862,0.55047,2.28382,14.69837,2.41264,0.31623,,
TD012,4,PPGY,PF28,  16,1991,PIPO,4,L,15.53316,0.00000,15.53316,3.44836,0.00000,3.44836,0.55840,186.50524,9.88301,0.39311,0.90003,6.84155,0.97933,0.20001,,
TD012,4,PPGY,PF28,  16,1991,PIPO,4,S,0.49480,0.00000,0.49480,0.10985,0.00000,0.10985,0.00000,6.52968,0.31482,0.01252,0.02867,0.21793,0.03120,0.00637,,
TD012,4,PPGY,PF28,  16,1991,PIPO,5,L,2.59967,0.00000,2.59967,0.57713,0.00000,0.57713,0.10800,24.43769,1.65405,0.06579,0.15063,1.14502,0.16391,0.03348,,
TD012,4,PPGY,PF29,  11,1991,PIPO,4,L,26.93034,0.00000,26.93034,5.97853,0.00000,5.97853,1.12011,315.09376,17.13449,0.68156,1.56040,11.86141,1.69790,0.34676,,
TD012,4,PPGY,PF29,  12,1991,PICO,2,L,0.63133,0.13105,0.76238,0.21528,0.05740,0.27268,0.10917,44.51204,0.27268,0.01063,0.04036,0.32722,0.02236,0.01663,0.00818,
TD012,4,PPGY,PF29,  12,1991,PICO,2,S,1.58591,0.32921,1.91511,0.54079,0.14419,0.68499,0.00246,58.98435,0.68499,0.02671,0.10138,0.82198,0.05617,0.04178,0.02055,
TD012,4,PPGY,PF29,  12,1991,PIPO,4,L,0.82090,0.00000,0.82090,0.18224,0.00000,0.18224,0.08160,26.66796,0.52230,0.02078,0.04756,0.36156,0.05176,0.01057,,
TD012,4,PPGY,PF29,  13,1991,PICO,2,S,23.07276,4.78953,27.86229,7.86781,2.09781,9.96562,0.03504,607.58300,9.96562,0.38866,1.47491,11.95875,0.81718,0.60791,0.29896,
TD012,4,PPGY,PF29,  13,1991,PIPO,1,L,0.63064,0.24222,0.87286,0.24406,0.08357,0.32762,0.06501,21.69047,0.34400,0.01736,0.23163,0.38496,0.08485,0.01605,,
TD012,4,PPGY,PF29,  13,1991,PIPO,2,L,42.70308,3.82640,46.52948,14.90338,1.32011,16.22348,1.35040,518.46683,17.13200,0.89229,7.94951,18.52722,4.05587,0.66516,,
TD012,4,PPGY,PF29,  13,1991,PIPO,2,S,2.75292,0.24667,2.99959,0.96077,0.08510,1.04587,0.00785,97.82159,1.10444,0.05752,0.51248,1.19438,0.26147,0.04288,,
TD012,4,PPGY,PF29,  13,1991,PIPO,3,L,18.53489,0.22444,18.75933,6.30186,0.07743,6.37929,0.49877,158.30968,7.33619,0.29983,1.24396,8.00601,1.31413,0.17224,,
TD012,4,PPGY,PF29,  13,1991,PIPO,4,L,24.95637,0.00000,24.95637,5.54031,0.00000,5.54031,0.87211,289.67195,15.87854,0.63160,1.44602,10.99198,1.57345,0.32134,,
TD012,4,PPGY,PF29,  14,1991,PICO,3,L,21.08094,2.77706,23.85804,5.83942,1.21637,7.05578,1.48710,613.60909,7.05578,0.28928,0.99486,7.76136,0.86786,1.11482,0.27517,
TD012,4,PPGY,PF29,  14,1991,PICO,4,L,0.81062,0.03342,0.84404,0.11105,0.01464,0.12569,0.09707,20.66394,0.30167,0.01395,0.02149,0.21368,0.03167,0.00654,0.00628,
TD012,4,PPGY,PF29,  14,1991,PIPO,4,L,8.64764,0.00000,8.64764,1.91978,0.00000,1.91978,0.58362,191.64496,5.50208,0.21886,0.50107,3.80884,0.54522,0.11135,,
TD012,4,PPGY,PF29,  21,1991,PICO,1,S,11.67355,2.73824,14.41178,5.25310,1.19935,6.45244,0.01815,313.45613,5.80720,0.25810,1.00013,9.03342,0.45167,0.35488,0.15486,
TD012,4,PPGY,PF29,  21,1991,PICO,3,L,0.60996,0.08035,0.69031,0.16896,0.03519,0.20415,0.07040,29.91254,0.20415,0.00837,0.02879,0.22457,0.02511,0.03226,0.00796,
TD012,4,PPGY,PF29,  21,1991,PIPO,3,L,8.19147,0.09919,8.29066,2.78510,0.03422,2.81932,0.27467,89.19339,3.24222,0.13251,0.54976,3.53825,0.58078,0.07612,,
TD012,4,PPGY,PF29,  21,1991,PIPO,4,L,60.24245,0.00000,60.24245,13.37382,0.00000,13.37382,2.29867,631.91081,38.32938,1.52463,3.49057,26.53366,3.79817,0.77569,,
TD012,4,PPGY,PF29,  21,1991,UNKN,3,L,0.38752,0.05105,0.43857,0.10734,0.02236,0.12970,0.03920,15.67123,0.12970,0.00532,0.01829,0.14267,0.01595,0.02049,0.00506,
TD012,4,PPGY,PF29,  22,1991,PICO,2,L,16.13223,3.34879,19.48102,5.50109,1.46677,6.96786,0.89040,341.42743,6.96786,0.27175,1.03124,8.36143,0.57136,0.42504,0.20904,
TD012,4,PPGY,PF29,  22,1991,PIPO,1,S,139.39772,53.54030,192.93802,53.94692,18.47140,72.41832,0.12566,1620.84473,76.03924,3.83817,51.19975,85.09153,18.75635,3.54850,,
TD012,4,PPGY,PF29,  22,1991,PIPO,2,L,8.01068,0.71779,8.72848,2.79573,0.24764,3.04337,0.48672,202.63418,3.21380,0.16739,1.49125,3.47552,0.76084,0.12478,,
TD012,4,PPGY,PF29,  22,1991,PIPO,3,L,69.28195,0.83893,70.12087,23.55586,0.28943,23.84529,1.46533,431.04280,27.42208,1.12073,4.64983,29.92584,4.91213,0.64382,,
TD012,4,PPGY,PF29,  22,1991,UNKN,4,L,0.83144,0.03428,0.86572,0.11391,0.01502,0.12892,0.08400,33.51901,0.30941,0.01431,0.02205,0.21917,0.03249,0.00670,0.00645,
TD012,4,PPGY,PF29,  23,1991,PICO,4,L,2.53645,0.10458,2.64104,0.34749,0.04580,0.39330,0.25680,74.42277,0.94392,0.04365,0.06725,0.66861,0.09911,0.02045,0.01967,
TD012,4,PPGY,PF29,  23,1991,PIPO,2,L,1.48074,0.13268,1.61342,0.51678,0.04577,0.56255,0.09147,34.84701,0.59405,0.03094,0.27565,0.64243,0.14064,0.02306,,
TD012,4,PPGY,PF29,  23,1991,PIPO,2,S,103.02780,9.23178,112.25958,35.95670,3.18496,39.14167,0.06158,1035.02963,41.33360,2.15279,19.17942,44.69978,9.78542,1.60481,,
TD012,4,PPGY,PF29,  23,1991,PIPO,3,L,66.46800,0.80485,67.27286,22.59912,0.27767,22.87680,2.33701,871.03422,26.30831,1.07521,4.46097,28.71037,4.71261,0.61767,,
TD012,4,PPGY,PF29,  23,1991,PIPO,4,L,0.82467,0.00000,0.82467,0.18308,0.00000,0.18308,0.06800,19.40681,0.52470,0.02087,0.04778,0.36322,0.05199,0.01062,,
TD012,4,PPGY,PF29,  23,1991,PIPO,5,L,12.58208,0.00000,12.58208,2.79322,0.00000,2.79322,0.46800,106.69581,8.00537,0.31843,0.72903,5.54175,0.79327,0.16201,,
TD012,4,PPGY,PF29,  23,1991,UNKN,4,L,3.23462,0.13337,3.36800,0.44314,0.05842,0.50156,0.29813,79.94214,1.20375,0.05567,0.08577,0.85265,0.12639,0.02608,0.02508,
TD012,4,PPGY,PF29,  24,1991,PICO,3,L,5.26971,0.69420,5.96391,1.45971,0.30406,1.76377,0.52789,202.53849,1.76377,0.07232,0.24869,1.94015,0.21695,0.27867,0.06878,
TD012,4,PPGY,PF29,  24,1991,PICO,4,L,6.93661,0.28602,7.22263,0.95032,0.12528,1.07560,0.70133,245.72086,2.58141,0.11939,0.18393,1.82850,0.27105,0.05593,0.05378,
TD012,4,PPGY,PF29,  24,1991,PIPO,3,L,16.83650,0.20387,17.04038,5.72441,0.07033,5.79474,0.89045,361.35015,6.66395,0.27235,1.12997,7.27241,1.19372,0.15646,,
TD012,4,PPGY,PF29,  24,1991,PIPO,4,L,29.15195,0.00000,29.15195,6.47173,0.00000,6.47173,2.04332,676.15526,18.54797,0.73779,1.68912,12.83991,1.83798,0.37537,,
TD012,4,PPGY,PF29,  31,1991,PICO,1,S,7.85403,1.84230,9.69634,3.53431,0.80693,4.34124,0.01287,249.20738,3.90712,0.17365,0.67289,6.07774,0.30389,0.23877,0.10419,
TD012,4,PPGY,PF29,  31,1991,PICO,3,L,13.78369,1.81578,15.59947,3.81808,0.79531,4.61339,0.76597,233.63815,4.61339,0.18915,0.65049,5.07473,0.56745,0.72892,0.17992,
TD012,4,PPGY,PF29,  31,1991,PICO,4,L,0.65026,0.02681,0.67708,0.08909,0.01174,0.10083,0.08448,32.77248,0.24199,0.01119,0.01724,0.17141,0.02541,0.00524,0.00504,
TD012,4,PPGY,PF29,  31,1991,UNKN,4,L,2.14346,0.08838,2.23184,0.29365,0.03871,0.33236,0.19067,46.53518,0.79768,0.03689,0.05683,0.56502,0.08376,0.01728,0.01662,
TD012,4,PPGY,PF29,  31,1991,UNKN,5,L,1.61889,0.01631,1.63520,0.23960,0.00714,0.24674,0.10560,28.84906,1.10219,0.06588,0.07649,0.74022,0.16186,0.01382,0.04762,
TD012,4,PPGY,PF29,  32,1991,PICO,2,S,1.66569,0.34577,2.01146,0.56800,0.15145,0.71945,0.00407,89.70664,0.71945,0.02806,0.10648,0.86334,0.05899,0.04389,0.02158,
TD012,4,PPGY,PF29,  32,1991,PIPO,4,L,6.75713,0.00000,6.75713,1.50008,0.00000,1.50008,0.45408,143.87628,4.29923,0.17101,0.39152,2.97616,0.42602,0.08700,,
TD012,4,PPGY,PF29,  32,1991,UNKN,4,L,9.89571,0.40803,10.30373,1.35571,0.17872,1.53443,0.41440,86.68159,3.68263,0.17033,0.26239,2.60853,0.38668,0.07979,0.07672,
TD012,4,PPGY,PF29,  33,1991,PICO,1,S,6.43393,1.50919,7.94311,2.89526,0.66103,3.55630,0.01227,306.92183,3.20066,0.14225,0.55123,4.97881,0.24894,0.19560,0.08535,
TD012,4,PPGY,PF29,  33,1991,PICO,2,S,3.35656,0.69677,4.05333,1.14459,0.30519,1.44977,0.00653,198.14963,1.44977,0.05655,0.21457,1.73972,0.11888,0.08844,0.04349,
TD012,4,PPGY,PF29,  33,1991,PICO,3,L,11.53095,1.51902,13.04996,3.19407,0.66533,3.85940,0.83200,360.94278,3.85940,0.15824,0.54417,4.24534,0.47471,0.60978,0.15052,
TD012,4,PPGY,PF29,  33,1991,PIPO,2,L,0.48246,0.04323,0.52569,0.16838,0.01491,0.18329,0.06667,27.02987,0.19356,0.01008,0.08981,0.20932,0.04582,0.00752,,
TD012,4,PPGY,PF29,  33,1991,PIPO,3,L,0.70465,0.00853,0.71318,0.23958,0.00294,0.24252,0.10283,43.89237,0.27890,0.01140,0.04729,0.30437,0.04996,0.00655,,
TD012,4,PPGY,PF29,  33,1991,UNKN,4,L,1.33315,0.05497,1.38813,0.18265,0.02408,0.20672,0.18293,69.79117,0.49612,0.02295,0.03535,0.35142,0.05210,0.01075,0.01033,
TD012,4,PPGY,PF29,  34,1991,PICO,1,S,9.66935,2.26812,11.93747,4.35121,0.99344,5.34464,0.01539,281.26036,4.81018,0.21379,0.82842,7.48250,0.37412,0.29396,0.12827,
TD012,4,PPGY,PF29,  34,1991,PICO,2,L,5.65621,1.17414,6.83035,1.92877,0.51427,2.44304,0.42000,153.60643,2.44304,0.09528,0.36157,2.93165,0.20033,0.14903,0.07329,
TD012,4,PPGY,PF29,  34,1991,PICO,2,S,6.44564,1.33801,7.78365,2.19796,0.58605,2.78402,0.01162,293.04919,2.78402,0.10858,0.41203,3.34081,0.22828,0.16983,0.08352,
TD012,4,PPGY,PF29,  34,1991,PICO,3,L,16.44059,2.16578,18.60638,4.55405,0.94861,5.50265,1.19776,432.26784,5.50265,0.22560,0.77587,6.05293,0.67682,0.86943,0.21461,
TD012,4,PPGY,PF29,  34,1991,PICO,3,S,1.49289,0.19666,1.68955,0.41353,0.08614,0.49967,0.00000,32.68030,0.49967,0.02049,0.07045,0.54963,0.06146,0.07895,0.01949,
TD012,4,PPGY,PF29,  34,1991,PIPO,1,S,1.34947,0.51831,1.86778,0.52225,0.17882,0.70106,0.00407,83.29902,0.73612,0.03716,0.49565,0.82375,0.18158,0.03435,,
TD012,4,PPGY,PF29,  34,1991,PIPO,3,L,0.82782,0.01002,0.83784,0.28146,0.00346,0.28492,0.09344,36.20125,0.32765,0.01339,0.05556,0.35757,0.05869,0.00769,,
TD012,4,PPGY,PF29,  34,1991,PIPO,4,L,2.44102,0.00000,2.44102,0.54191,0.00000,0.54191,0.21707,47.41637,1.55310,0.06178,0.14144,1.07514,0.15390,0.03143,,
TD012,4,PPGY,PF29,  34,1991,UNKN,4,L,4.42734,0.18255,4.60991,0.60654,0.07996,0.68650,0.48357,158.92816,1.64760,0.07620,0.11740,1.16706,0.17300,0.03570,0.03432,
