Year,Site,Zone,Plot,Quadrat_Area,Flag_Quadrat_Area,Plot_Disturbance,Percent_Calculated_Biomass,Flag_Percent_Calculated_Biomass,Num_Plant_Biomass_m2,Flag_Num_Plant_Biomass_m2,Min_Plant_Biomass_m2,Flag_Min_Plant_Biomass_m2,Max_Plant_Biomass_m2,Flag_Max_Plant_Biomass_m2,Total_Plant_Biomass_m2,Flag_Total_Plant_Biomass_m2,Mean_Plant_Biomass_m2,Flag_Mean_Plant_Biomass_m2,StdDev_Plant_Biomass_m2,Flag_StdDev_Plant_Biomass_m2,SE_Plant_Biomass_m2,Flag_SE_Plant_Biomass_m2
2019,10,1,8,0.25,,0,100,,17,,9.62,,53.98,,540.76,,31.81,,10.271,,2.491,
2019,10,1,12,0.25,,1,100,,10,,11.17,,60.31,,253.21,,25.321,,13.989,,4.4237,
2019,10,1,13,0.25,,1,100,,22,,1.69,,96.25,,779.27,,35.421,,28.672,,6.1129,
2019,10,2,1,0.0625,,0,100,,17,,4.13,,49.78,,311.72,,18.336,,10.51,,2.5491,
2019,10,2,2,0.0625,,0,100,,18,,2.33,,101.16,,462.09,,25.672,,21.332,,5.028,
2019,10,2,3,0.0625,,0,100,,16,,2.33,,145.35,,663.66,,41.479,,38.036,,9.509,
2019,10,2,4,0.0625,,0,100,,13,,20.68,,82.04,,588.26,,45.251,,19.12,,5.3029,
2019,10,2,5,0.0625,,0,100,,5,,6.43,,133.56,,282.5,,56.5,,46.686,,20.8786,
2019,10,2,6,0.0625,,0,100,,2,,4.13,,145.35,,149.47,,74.736,,99.859,,70.6108,
2019,10,2,7,0.0625,,0,100,,12,,4.13,,91.35,,530.28,,44.19,,27.947,,8.0676,
2019,10,2,8,0.0625,,0,100,,13,,9.24,,101.16,,733.13,,56.394,,28.038,,7.7764,
2019,10,3,1,0.0625,,0,100,,9,,22.02,,49.89,,326.89,,36.321,,9.839,,3.2796,
2019,10,3,2,0.0625,,0,100,,7,,8.81,,49.89,,209.23,,29.89,,15.171,,5.7342,
2019,10,3,3,0.0625,,0,100,,14,,14.96,,40.6,,387.59,,27.685,,7.314,,1.9549,
2019,10,3,4,0.0625,,0,100,,10,,16.65,,91.35,,380.28,,38.028,,20.964,,6.6294,
2019,10,3,5,0.0625,,1,100,,12,,16.65,,45.18,,403.44,,33.62,,8.08,,2.3325,
2019,10,3,6,0.0625,,0,100,,17,,14.96,,145.35,,806.45,,47.438,,38.441,,9.3233,
2019,10,3,7,0.0625,,0,100,,3,,27.83,,31.92,,89.6,,29.867,,2.047,,1.1818,
2019,10,3,8,0.0625,,0,100,,16,,11.77,,40.6,,448.58,,28.036,,8.984,,2.2461,
2020,1,1,1,0.25,,0,100,,12,,7.03,,52.43,,317.41,,26.451,,15.023,,4.3367,
2020,1,1,12,0.25,,0,100,,18,,0.97,,88.15,,771.7,,42.872,,25.794,,6.0796,
2020,1,1,13,0.25,,0,100,,20,,0.97,,92.17,,719.59,,35.98,,25.809,,5.771,
2020,1,1,14,0.25,,1,100,,47,,0.97,,104.71,,2188.92,,46.573,,32.808,,4.7855,
2020,1,1,27,0.25,,1,100,,39,,7.03,,88.15,,1418.71,,36.377,,24.315,,3.8935,
2020,1,1,46,0.25,,1,100,,24,,2.01,,65.73,,575.84,,23.993,,17.085,,3.4875,
2020,1,1,48,0.25,,0,100,,29,,2.01,,88.15,,1024.04,,35.312,,24.337,,4.5193,
2020,1,1,65,0.25,,0,100,,19,,9.29,,37.72,,355.78,,18.725,,8.558,,1.9633,
2020,1,2,1,0.0625,,0,100,,18,,1.6,,27.81,,253.7,,14.095,,8.335,,1.9645,
2020,1,2,2,0.0625,,0,100,,26,,14.71,,33.59,,603.41,,23.208,,5.506,,1.0798,
2020,1,2,3,0.0625,,0,100,,37,,10.73,,35.62,,958.85,,25.915,,5.998,,0.986,
2020,1,2,4,0.0625,,0,100,,29,,13.33,,37.7,,669.91,,23.1,,5.501,,1.0215,
2020,1,2,5,0.0625,,0,100,,16,,13.33,,35.62,,370.22,,23.139,,6.119,,1.5297,
2020,1,2,6,0.0625,,0,100,,28,,14.71,,44.24,,737.77,,26.349,,6.85,,1.2944,
2020,1,2,7,0.0625,,0,100,,15,,9.52,,31.61,,340.12,,22.675,,7.234,,1.8679,
2020,1,2,8,0.0625,,0,100,,12,,9.52,,29.68,,270.23,,22.519,,6.544,,1.8891,
2020,2,1,6,0.25,,1,100,,22,,4.13,,105.65,,742.32,,33.742,,27.576,,5.8793,
2020,2,1,34,0.25,,1,100,,25,,7.07,,111.53,,1348.33,,53.933,,28.789,,5.7577,
2020,2,1,45,0.25,,0,100,,28,,1.94,,136.53,,1805.98,,64.499,,45.573,,8.6124,
2020,2,1,47,0.25,,1,100,,21,,1.94,,59.47,,611.24,,29.107,,17.382,,3.7931,
2020,2,1,51,0.25,,1,100,,22,,1.94,,111.53,,1014.09,,46.095,,37.926,,8.0858,
2020,2,1,53,0.25,,0,100,,18,,20.12,,83.61,,719.01,,39.945,,20.289,,4.7821,
2020,2,1,62,0.25,,0,100,,19,,15.08,,94.33,,731.47,,38.498,,17.708,,4.0624,
2020,2,1,68,0.25,,0,100,,30,,1.94,,171.05,,2113.34,,70.445,,50.881,,9.2896,
2020,2,2,1,0.0625,,0,100,,23,,2.06,,27.69,,161.66,,7.029,,7.055,,1.4711,
2020,2,2,2,0.0625,,0,100,,12,,2.06,,41.94,,157.24,,13.104,,13.247,,3.824,
2020,2,2,3,0.0625,,0,100,,11,,2.06,,15.28,,71.15,,6.469,,5.847,,1.763,
2020,2,2,4,0.0625,,0,100,,6,,4.07,,15.28,,62.74,,10.456,,4.475,,1.8269,
2020,2,2,5,0.0625,,0,100,,19,,2.06,,44.52,,269.97,,14.209,,13.391,,3.072,
2020,2,2,6,0.0625,,0,100,,6,,2.06,,54.7,,160.26,,26.71,,22.949,,9.3687,
2020,2,2,7,0.0625,,0,100,,11,,2.06,,130.43,,443.94,,40.358,,46.212,,13.9335,
2020,2,2,8,0.0625,,0,100,,8,,2.06,,124.7,,400.85,,50.107,,43.044,,15.2182,
2020,3,1,11,0.25,,1,100,,28,,2.07,,113.91,,1424.47,,50.874,,37.071,,7.0058,
2020,3,1,12,0.25,,0,100,,33,,4.07,,41.35,,975.08,,29.548,,10.127,,1.7629,
2020,3,1,13,0.25,,1,100,,27,,8.02,,97.13,,1172.1,,43.411,,19.68,,3.7874,
2020,3,1,14,0.25,,1,100,,30,,3,,44.27,,909.77,,30.326,,10.342,,1.8881,
2020,3,1,16,0.25,,1,100,,20,,2.07,,81.44,,710.22,,35.511,,20.982,,4.6917,
2020,3,1,25,0.25,,1,100,,23,,2.07,,47.27,,598.29,,26.012,,13.45,,2.8046,
2020,3,1,37,0.25,,0,100,,36,,4.07,,118.28,,2131.42,,59.206,,36.076,,6.0126,
2020,3,1,38,0.25,,0,100,,25,,2.07,,81.44,,877.23,,35.089,,17.234,,3.4469,
2020,3,2,1,0.0625,,0,100,,28,,2.99,,28.82,,477.48,,17.053,,8.676,,1.6396,
2020,3,2,2,0.0625,,0,100,,27,,1.3,,43.58,,546.61,,20.245,,10.871,,2.0921,
2020,3,2,3,0.0625,,0,100,,24,,2.99,,57.64,,618.33,,25.764,,11.343,,2.3154,
2020,3,2,4,0.0625,,0,100,,26,,2.99,,36.38,,422.4,,16.246,,10.525,,2.0642,
2020,3,2,5,0.0625,,0,100,,28,,2.99,,28.82,,397.11,,14.183,,7.931,,1.4989,
2020,3,2,6,0.0625,,0,100,,8,,1.3,,43.58,,94.5,,11.813,,13.919,,4.9212,
2020,3,2,7,0.0625,,0,100,,27,,1.3,,52.15,,507.41,,18.793,,13.271,,2.5541,
2020,3,2,8,0.0625,,0,100,,18,,2.99,,104.32,,469.92,,26.107,,26.544,,6.2565,
2020,4,1,4,0.25,,1,100,,15,,36.35,,91.3,,807.89,,53.859,,14.77,,3.8137,
2020,4,1,8,0.25,,1,100,,34,,1.5,,101.01,,1578.09,,46.414,,28.213,,4.8384,
2020,4,1,11,0.25,,1,100,,10,,5.48,,132.87,,672.81,,67.281,,35.824,,11.3286,
2020,4,1,12,0.25,,0,100,,17,,3.2,,96.1,,690.89,,40.641,,23.246,,5.6381,
2020,4,1,13,0.25,,1,100,,18,,5.48,,111.18,,933.2,,51.844,,26.94,,6.3498,
2020,4,1,17,0.25,,0,100,,21,,15.61,,101.01,,901.46,,42.927,,17.549,,3.8295,
2020,4,1,35,0.25,,1,100,,20,,1.5,,132.87,,1017.76,,50.888,,37.615,,8.4109,
2020,4,1,56,0.25,,0,100,,18,,11.7,,121.8,,1097.63,,60.979,,28.151,,6.6353,
2020,4,2,1,0.0625,,0,100,,11,,5.28,,113.09,,339.74,,30.886,,33.051,,9.9654,
2020,4,2,2,0.0625,,0,100,,3,,5.28,,105.15,,131.57,,43.857,,53.673,,30.9881,
2020,4,2,3,0.0625,,0,100,,16,,1.61,,90,,441.59,,27.6,,28.323,,7.0807,
2020,4,2,4,0.0625,,0,100,,23,,3.23,,121.27,,896.25,,38.967,,34.482,,7.19,
2020,4,2,5,0.0625,,0,100,,28,,3.23,,56.53,,332.7,,11.882,,12.137,,2.2937,
2020,4,2,6,0.0625,,0,100,,33,,3.23,,82.8,,524.7,,15.9,,16.62,,2.8932,
2020,4,2,7,0.0625,,0,100,,26,,3.23,,75.85,,495.6,,19.061,,18.978,,3.7218,
2020,4,2,8,0.0625,,0,100,,20,,1.61,,39.64,,325.47,,16.274,,9.702,,2.1694,
2020,5,1,1,0.25,,1,100,,21,,2.81,,226.76,,2052,,97.714,,63.185,,13.7881,
2020,5,1,2,0.25,,1,100,,21,,1.28,,226.76,,1191.84,,56.754,,75.84,,16.5496,
2020,5,1,4,0.25,,1,100,,25,,0.73,,186.41,,1205.31,,48.212,,64.753,,12.9506,
2020,5,1,26,0.25,,0,100,,14,,10.77,,218.39,,1149.52,,82.109,,66.168,,17.6842,
2020,5,1,27,0.25,,0,100,,19,,34.88,,210.16,,2144.49,,112.868,,53.809,,12.3447,
2020,5,1,28,0.25,,1,100,,8,,10.77,,164.05,,675.96,,84.495,,53.809,,19.0242,
2020,5,1,33,0.25,,1,100,,27,,2.81,,178.8,,1848.88,,68.477,,49.865,,9.5965,
2020,5,2,1,0.0625,,0,100,,11,,1.88,,94.53,,535.7,,48.7,,33.189,,10.0069,
2020,5,2,2,0.0625,,0,100,,11,,1.88,,52.17,,212.63,,19.33,,16.627,,5.0131,
2020,5,2,3,0.0625,,0,100,,17,,5.39,,67.57,,558.57,,32.857,,18.005,,4.3668,
2020,5,2,4,0.0625,,0,100,,10,,1.88,,45.24,,150.59,,15.059,,14.117,,4.4642,
2020,5,2,5,0.0625,,0,100,,17,,1.88,,52.17,,296.24,,17.426,,16.002,,3.881,
2020,5,2,6,0.0625,,0,100,,10,,1.88,,85.02,,242.99,,24.299,,24.829,,7.8516,
2020,5,2,7,0.0625,,0,100,,13,,1.88,,67.57,,272.76,,20.982,,21.085,,5.848,
2020,5,2,8,0.0625,,0,100,,20,,1.88,,94.53,,289.46,,14.473,,20.575,,4.6008,
2020,6,1,1,0.25,,0,100,,16,,3.59,,98.82,,627.28,,39.205,,31.106,,7.7766,
2020,6,1,3,0.25,,0,100,,16,,5.95,,147.83,,964,,60.25,,48.563,,12.1407,
2020,6,1,17,0.25,,0,100,,24,,1.06,,70.98,,824.93,,34.372,,15.752,,3.2154,
2020,6,1,18,0.25,,0,100,,23,,5.95,,41.15,,577.5,,25.108,,8.584,,1.7898,
2020,6,1,42,0.25,,0,100,,15,,3.59,,84.4,,575.32,,38.355,,21.429,,5.533,
2020,6,1,45,0.25,,1,100,,33,,1.06,,159.86,,2042.43,,61.892,,56.162,,9.7765,
2020,6,1,46,0.25,,1,100,,31,,3.59,,185.13,,2070.29,,66.784,,58.718,,10.546,
2020,6,1,64,0.25,,0,100,,12,,3.59,,84.4,,503.73,,41.977,,24.858,,7.1758,
2020,6,2,1,0.0625,,0,100,,9,,5.75,,58.83,,269.49,,29.943,,19.106,,6.3685,
2020,6,2,2,0.0625,,0,100,,9,,3.26,,50.24,,215.28,,23.92,,17.455,,5.8185,
2020,6,2,3,0.0625,,0,100,,9,,12.8,,68.09,,345.67,,38.408,,20.11,,6.7032,
2020,6,2,4,0.0625,,0,100,,11,,3.26,,68.09,,279.18,,25.38,,20.213,,6.0944,
2020,6,2,5,0.0625,,0,100,,12,,3.26,,35.06,,186.74,,15.562,,9.5,,2.7425,
2020,6,2,6,0.0625,,0,100,,10,,3.26,,111.8,,428.34,,42.834,,34.492,,10.9074,
2020,6,2,7,0.0625,,0,100,,8,,3.26,,99.88,,330.38,,41.298,,38.361,,13.5626,
2020,6,2,8,0.0625,,0,100,,7,,3.26,,124.39,,293.7,,41.958,,42.909,,16.2181,
2020,7,1,1,0.5,,0,100,,6,,42.75,,143.95,,658.16,,109.693,,37.482,,15.3019,
2020,7,1,4,0.5,,0,100,,14,,42.75,,396.39,,3474,,248.143,,99.87,,26.6913,
2020,7,1,5,0.5,,1,100,,8,,190.82,,297.67,,2042.68,,255.335,,36.523,,12.9128,
2020,7,1,7,0.5,,0,100,,15,,4.55,,123.92,,836.14,,55.743,,33.172,,8.565,
2020,7,1,8,0.5,,0,100,,6,,75.76,,166.2,,824.28,,137.38,,38.262,,15.6204,
2020,7,1,12,0.5,,1,100,,10,,105.97,,247.71,,1603.17,,160.317,,41.028,,12.9741,
2020,7,1,13,0.5,,1,100,,14,,143.95,,354.47,,3357.29,,239.807,,60.388,,16.1393,
2020,7,1,16,0.5,,0,100,,10,,166.2,,280.28,,2178.73,,217.873,,30.51,,9.6482,
2020,7,2,1,0.5,,0,100,,16,,27.34,,205.92,,1946.76,,121.672,,48.924,,12.2309,
2020,7,2,2,0.5,,0,100,,16,,31.12,,175.23,,1914.35,,119.647,,51.001,,12.7502,
2020,7,2,3,0.5,,0,100,,13,,56.2,,161.24,,1433.64,,110.28,,34.688,,9.6208,
2020,7,2,4,0.5,,0,100,,12,,15.53,,175.23,,1270.96,,105.913,,48.221,,13.9202,
2020,7,2,5,0.5,,0,100,,8,,85.23,,205.92,,1164.56,,145.57,,39.454,,13.9491,
2020,7,2,6,0.5,,0,100,,14,,35.28,,124.23,,1191.34,,85.096,,28.505,,7.6182,
2020,7,2,7,0.5,,0,100,,9,,148.1,,322.3,,1903.71,,211.524,,51.384,,17.1279,
2020,7,2,8,0.5,,0,100,,16,,56.2,,322.3,,3229.5,,201.844,,70.706,,17.6766,
2020,8,1,3,0.25,,0,100,,13,,26.81,,161.69,,853.12,,65.625,,45.752,,12.6893,
2020,8,1,22,0.25,,0,100,,30,,2.09,,201.17,,3188.89,,106.296,,60.287,,11.0069,
2020,8,1,24,0.25,,0,100,,16,,21.78,,182.18,,980.08,,61.255,,48.87,,12.2175,
2020,8,1,31,0.25,,1,100,,25,,2.09,,150.16,,1536.8,,61.472,,62.006,,12.4012,
2020,8,1,36,0.25,,0,100,,24,,6.08,,142.74,,835.67,,34.819,,39.096,,7.9805,
2020,8,1,47,0.25,,0,100,,42,,4.9,,77.29,,803.59,,19.133,,13.635,,2.1039,
2020,8,1,48,0.25,,0,100,,65,,1.42,,152.02,,1438.37,,22.129,,26.578,,3.2966,
2020,8,1,65,0.25,,0,100,,30,,4.27,,150.16,,1945.76,,64.859,,58.724,,10.7215,
2020,8,2,4,0.0625,,0,100,,11,,8.75,,44.55,,346.79,,31.526,,11.766,,3.5476,
2020,8,2,5,0.0625,,0,100,,13,,24.18,,49.1,,494.04,,38.003,,6.044,,1.6763,
2020,8,2,6,0.0625,,0,100,,13,,12.74,,40.15,,352.09,,27.084,,9.717,,2.6949,
2020,8,2,7,0.0625,,0,100,,11,,13.81,,49.1,,373.23,,33.93,,11.487,,3.4635,
2020,8,2,11,0.0625,,0,100,,8,,14.91,,49.1,,246.73,,30.841,,11.928,,4.217,
2020,8,2,12,0.0625,,1,100,,4,,6.95,,8.75,,32.28,,8.071,,0.864,,0.4319,
2020,8,2,18,0.0625,,0,100,,5,,9.7,,51.43,,161.9,,32.381,,19.304,,8.6329,
2020,8,2,23,0.0625,,0,100,,18,,29.85,,53.8,,712.26,,39.57,,5.875,,1.3848,
2020,9,1,17,0.25,,1,100,,20,,2.09,,159.91,,1333.96,,66.698,,53.921,,12.0571,
2020,9,1,22,0.25,,1,100,,24,,1.32,,145.37,,1354.42,,56.434,,53.118,,10.8428,
2020,9,1,25,0.25,,1,100,,29,,4,,113.53,,1129.5,,38.948,,36.825,,6.8383,
2020,9,1,28,0.25,,0,100,,21,,42.05,,155.01,,1723.93,,82.092,,34.795,,7.5929,
2020,9,1,31,0.25,,0,100,,18,,12.17,,96.69,,922.43,,51.246,,26.079,,6.1469,
2020,9,1,34,0.25,,1,100,,16,,6.35,,140.65,,1432.09,,89.506,,39.426,,9.8565,
2020,9,1,46,0.25,,0,100,,22,,2.09,,145.37,,1175.83,,53.447,,51.876,,11.06,
2020,9,1,53,0.25,,1,100,,10,,4,,117.9,,642.41,,64.241,,44.982,,14.2245,
2020,9,2,1,0.0625,,0,100,,30,,5.56,,43.91,,676.27,,22.542,,11.215,,2.0476,
2020,9,2,2,0.0625,,0,100,,20,,5.56,,31.91,,374.19,,18.71,,9.936,,2.2217,
2020,9,2,3,0.0625,,0,100,,14,,5.56,,26.46,,181.92,,12.995,,7.626,,2.0381,
2020,9,2,4,0.0625,,0,100,,13,,5.56,,43.91,,301.24,,23.172,,12.743,,3.5344,
2020,9,2,5,0.0625,,0,100,,6,,21.39,,87.78,,420.24,,70.039,,24.352,,9.9418,
2020,9,2,6,0.0625,,0,100,,12,,5.56,,87.78,,375.63,,31.302,,26.997,,7.7934,
2020,9,2,7,0.0625,,0,100,,8,,8.78,,79.71,,350.11,,43.763,,26.309,,9.3015,
2020,9,2,8,0.0625,,0,100,,12,,5.56,,96.14,,838.88,,69.907,,33.878,,9.7797,
2020,9,3,1,0.0625,,0,100,,35,,27.92,,71.33,,1573.65,,44.961,,9.899,,1.6733,
2020,9,3,2,0.0625,,0,100,,30,,27.92,,53.8,,1151.67,,38.389,,7.542,,1.3769,
2020,9,3,3,0.0625,,0,100,,24,,31.83,,66.15,,1165.86,,48.577,,9.906,,2.022,
2020,9,3,4,0.0625,,0,100,,29,,27.92,,63.62,,1184.81,,40.856,,8.238,,1.5298,
2020,9,3,5,0.0625,,0,100,,21,,31.83,,53.8,,887.53,,42.263,,6.073,,1.3252,
2020,9,3,6,0.0625,,0,100,,17,,29.85,,68.73,,869.4,,51.141,,12.873,,3.1221,
2020,9,3,7,0.0625,,0,100,,11,,24.18,,51.43,,399.88,,36.353,,7.821,,2.3581,
2020,9,3,8,0.0625,,0,100,,20,,29.85,,49.1,,770.26,,38.513,,4.358,,0.9744,
2020,10,1,1,0.25,,1,100,,11,,1.03,,92.35,,522.96,,47.542,,30.798,,9.286,
2020,10,1,4,0.25,,0,100,,24,,11.17,,66.94,,931.53,,38.814,,12.739,,2.6003,
2020,10,1,5,0.25,,0,100,,22,,1.03,,50.92,,613.71,,27.896,,14.384,,3.0668,
2020,10,1,6,0.25,,0,100,,28,,1.69,,96.25,,1131.94,,40.426,,21.654,,4.0923,
2020,10,1,7,0.25,,0,100,,29,,1.69,,81.04,,1114.99,,38.448,,24.369,,4.5252,
2020,10,1,8,0.25,,0,100,,24,,1.69,,77.41,,715.65,,29.819,,22.669,,4.6273,
2020,10,1,12,0.25,,1,100,,13,,1.69,,77.41,,464.73,,35.748,,21.749,,6.032,
2020,10,1,13,0.25,,1,100,,24,,8.17,,92.35,,1241.41,,51.725,,23.735,,4.8449,
2020,10,2,1,0.0625,,0,100,,21,,2.33,,64.91,,645.04,,30.716,,16.886,,3.6849,
2020,10,2,2,0.0625,,0,100,,18,,9.24,,64.91,,634.79,,35.266,,11.246,,2.6507,
2020,10,2,3,0.0625,,0,100,,11,,2.33,,57.1,,368.17,,33.47,,20.552,,6.1966,
2020,10,2,4,0.0625,,0,100,,17,,6.43,,145.35,,1014.21,,59.659,,31.933,,7.745,
2020,10,2,5,0.0625,,0,100,,7,,2.33,,73.23,,202.22,,28.889,,30.021,,11.3468,
2020,10,2,6,0.0625,,0,100,,10,,2.33,,226.5,,606.32,,60.632,,76.392,,24.1573,
2020,10,2,7,0.0625,,0,100,,8,,2.33,,64.91,,192.3,,24.037,,26.149,,9.245,
2020,10,2,8,0.0625,,0,100,,10,,12.55,,122.26,,816.02,,81.602,,38.712,,12.2417,
2020,10,3,1,0.0625,,0,100,,32,,23.91,,62.29,,1407.55,,43.986,,11.591,,2.049,
2020,10,3,2,0.0625,,0,100,,14,,25.5,,57.1,,538.97,,38.498,,11.078,,2.9607,
2020,10,3,3,0.0625,,0,100,,28,,20.18,,122.26,,1314.12,,46.933,,21.51,,4.065,
2020,10,3,4,0.0625,,0,100,,14,,23.91,,64.91,,587.25,,41.946,,12.595,,3.3662,
2020,10,3,5,0.0625,,0,100,,13,,16.36,,101.16,,532.35,,40.95,,22.019,,6.107,
2020,10,3,6,0.0625,,0,100,,25,,20.18,,45.18,,803.47,,32.139,,6.811,,1.3622,
2020,10,3,7,0.0625,,1,100,,7,,25.5,,101.16,,340.3,,48.614,,27.734,,10.4826,
2020,10,3,8,0.0625,,0,100,,24,,25.85,,57.23,,1038.32,,43.264,,9.345,,1.9075,
2021,1,1,1,0.25,,0,100,,9,,17.69,,55.63,,346.89,,38.543,,14.241,,4.747,
2021,1,1,12,0.25,,0,100,,16,,9.29,,46.29,,443.14,,27.696,,10.335,,2.5836,
2021,1,1,13,0.25,,1,100,,29,,11.83,,69.26,,1097.62,,37.849,,11.375,,2.1124,
2021,1,1,24,0.25,,0,100,,47,,2.01,,113.46,,2566.65,,54.61,,34.845,,5.0827,
2021,1,1,27,0.25,,1,100,,31,,2.01,,104.71,,1280.52,,41.307,,33.04,,5.9341,
2021,1,1,46,0.25,,1,100,,15,,17.69,,72.88,,531.86,,35.457,,21.153,,5.4617,
2021,1,1,48,0.25,,0,100,,28,,2.01,,69.26,,733.71,,26.204,,18.806,,3.554,
2021,1,1,65,0.25,,0,100,,22,,7.03,,35.04,,352.13,,16.006,,6.342,,1.3522,
2021,1,2,1,0.0625,,0,100,,20,,7.29,,31.61,,397.61,,19.881,,7.131,,1.5945,
2021,1,2,2,0.0625,,0,100,,9,,12,,24.21,,157.59,,17.51,,4.292,,1.4305,
2021,1,2,3,0.0625,,0,100,,29,,14.71,,33.59,,702.52,,24.225,,4.743,,0.8808,
2021,1,2,4,0.0625,,0,100,,18,,17.66,,33.59,,456.78,,25.376,,4.858,,1.145,
2021,1,2,5,0.0625,,0,100,,17,,19.21,,35.62,,455.27,,26.781,,4.595,,1.1145,
2021,1,2,6,0.0625,,0,100,,25,,17.66,,35.62,,673.67,,26.947,,5.617,,1.1235,
2021,1,2,7,0.0625,,0,100,,10,,7.29,,31.61,,246.16,,24.616,,7.421,,2.3467,
2021,1,2,8,0.0625,,0,100,,14,,12,,31.61,,290.97,,20.784,,5.68,,1.5179,
2021,2,1,6,0.25,,0,100,,15,,4.13,,105.65,,979.98,,65.332,,24.486,,6.3221,
2021,2,1,34,0.25,,1,100,,18,,20.12,,94.33,,899.29,,49.961,,14.562,,3.4322,
2021,2,1,45,0.25,,1,100,,8,,4.13,,63.99,,319.05,,39.881,,26.494,,9.3671,
2021,2,1,47,0.25,,1,100,,23,,1.13,,55.1,,655.96,,28.52,,17.709,,3.6925,
2021,2,1,51,0.25,,0,100,,12,,32.18,,105.65,,741.63,,61.802,,19.468,,5.6199,
2021,2,1,53,0.25,,1,100,,11,,20.12,,46.83,,338.81,,30.801,,7.996,,2.4108,
2021,2,1,62,0.25,,0,100,,11,,25.82,,88.9,,500.96,,45.542,,20.032,,6.0399,
2021,2,1,68,0.25,,1,100,,24,,63.99,,149.9,,2444.94,,101.873,,23.676,,4.8328,
2021,2,2,1,0.0625,,0,100,,26,,0.79,,15.28,,180.39,,6.938,,4.642,,0.9104,
2021,2,2,2,0.0625,,0,100,,24,,0.79,,20.96,,180.98,,7.541,,4.731,,0.9657,
2021,2,2,3,0.0625,,0,100,,16,,0.79,,28.25,,146.5,,9.156,,8.161,,2.0402,
2021,2,2,4,0.0625,,1,100,,12,,0.79,,15.28,,81.97,,6.831,,5.788,,1.671,
2021,2,2,5,0.0625,,0,100,,12,,0.79,,78.77,,307.14,,25.595,,24.943,,7.2004,
2021,2,2,6,0.0625,,0,100,,14,,0.79,,66.1,,432.95,,30.925,,25.018,,6.6864,
2021,2,2,7,0.0625,,0,100,,16,,0.79,,90.57,,392.71,,24.544,,23.531,,5.8827,
2021,2,2,8,0.0625,,0,100,,8,,0.79,,108.04,,212.56,,26.57,,39.288,,13.8903,
2021,3,-1,16,0.25,,0,0,,0,,,,,,,,,,,,,
2021,3,-1,25,0.25,,0,0,,0,,,,,,,,,,,,,
2021,3,1,11,0.25,,1,100,,29,,6.59,,109.62,,1429.79,,49.303,,31,,5.7565,
2021,3,1,12,0.25,,1,100,,12,,4.07,,41.35,,274.11,,22.843,,10.96,,3.1639,
2021,3,1,13,0.25,,1,100,,17,,2.07,,56.74,,602.01,,35.412,,15.888,,3.8535,
2021,3,1,14,0.25,,1,100,,5,,12.98,,30.48,,96.27,,19.253,,7.213,,3.2257,
2021,3,1,26,0.25,,0,100,,26,,4.07,,74.02,,1123.72,,43.22,,25.997,,5.0984,
2021,3,1,35,0.25,,0,100,,25,,6.59,,85.26,,1102.69,,44.108,,18.482,,3.6964,
2021,3,1,37,0.25,,1,100,,12,,9.57,,41.35,,310.54,,25.878,,11.91,,3.4382,
2021,3,1,38,0.25,,0,100,,19,,2.07,,60.04,,419.65,,22.087,,19.227,,4.411,
2021,3,2,1,0.0625,,0,100,,25,,2.99,,57.64,,667.37,,26.695,,13.666,,2.7332,
2021,3,2,2,0.0625,,0,100,,25,,2.99,,57.64,,541.15,,21.646,,13.506,,2.7011,
2021,3,2,3,0.0625,,0,100,,23,,2.99,,35.81,,439.46,,19.107,,8.966,,1.8695,
2021,3,2,4,0.0625,,0,100,,21,,2.99,,35.81,,401.29,,19.109,,7.959,,1.7368,
2021,3,2,5,0.0625,,0,100,,21,,2.99,,57.64,,356,,16.952,,12.04,,2.6274,
2021,3,2,6,0.0625,,0,100,,19,,5.41,,65.85,,391.19,,20.589,,15.405,,3.534,
2021,3,2,7,0.0625,,0,100,,21,,5.41,,115.36,,573.8,,27.324,,27.822,,6.0712,
2021,3,2,8,0.0625,,0,100,,14,,5.41,,57.64,,306.03,,21.859,,14.931,,3.9904,
2021,4,1,4,0.25,,0,100,,10,,3.2,,57.06,,310.15,,31.015,,16.875,,5.3364,
2021,4,1,8,0.25,,0,100,,9,,11.7,,42.77,,272.9,,30.322,,11.504,,3.8346,
2021,4,1,11,0.25,,1,100,,9,,3.2,,60.93,,256.24,,28.471,,22.35,,7.4499,
2021,4,1,12,0.25,,0,100,,19,,3.2,,60.93,,575.23,,30.275,,14.466,,3.3187,
2021,4,1,13,0.25,,1,100,,13,,1.5,,53.31,,481.81,,37.063,,12.612,,3.4979,
2021,4,1,17,0.25,,0,100,,21,,3.2,,49.68,,672.61,,32.029,,15.052,,3.2847,
2021,4,1,35,0.25,,1,100,,17,,8.32,,57.06,,608.64,,35.803,,16.094,,3.9033,
2021,4,1,56,0.25,,1,100,,15,,1.5,,106.04,,734.63,,48.975,,27.223,,7.029,
2021,4,2,1,0.0625,,0,100,,10,,3.23,,97.46,,209.53,,20.953,,27.756,,8.7771,
2021,4,2,2,0.0625,,0,100,,5,,3.23,,105.15,,212.95,,42.591,,38.069,,17.0249,
2021,4,2,3,0.0625,,0,100,,8,,5.28,,17.28,,73.99,,9.249,,5.291,,1.8707,
2021,4,2,4,0.0625,,0,100,,6,,5.28,,39.64,,125.64,,20.94,,13.916,,5.6812,
